year_bin,anomaly,eccentricity,obliquity,perihelion,insolation,global_insolation,delta_eccentricity,delta_obliquity,delta_perihelion,delta_insolation,delta_global_insolation,perihelion_lagged_20,perihelion_lagged_50,eccentricity_lagged_20,eccentricity_lagged_50,obliquity_lagged_20,obliquity_lagged_50,insolation_lagged_20,insolation_lagged_50
370000,0.0,-0.371,-0.732,1.611,0.129,-0.51,-0.922,-0.94,0.414,-1.044,-0.529,-1.622,0.28,-0.209,0.807,-0.268,1.297,-0.613,1.309
372000,0.0,-0.412,-0.905,0.066,-0.514,-0.56,-0.482,-0.565,-1.695,-1.233,-0.624,-1.283,0.62,-0.209,0.725,-0.5,1.587,-1.117,2.065
374000,0.0,-0.493,-1.021,-1.475,-1.028,-0.611,-0.922,-0.377,-1.69,-0.986,-0.624,-0.941,0.958,-0.209,0.604,-0.732,1.761,-1.342,2.312
376000,0.0,-0.574,-0.963,-1.085,-1.236,-0.661,-0.922,0.187,0.426,-0.403,-0.624,-0.598,1.294,-0.168,0.482,-0.847,1.703,-1.231,2.02
378000,0.0,-0.656,-0.847,-0.691,-1.075,-0.712,-0.922,0.375,0.431,0.301,-0.624,-0.252,1.628,-0.128,0.4,-0.905,1.471,-0.814,1.324
380000,0.0,-0.737,-0.616,-0.294,-0.617,-0.767,-0.922,0.75,0.434,0.869,-0.672,0.096,0.034,-0.128,0.279,-0.789,1.239,-0.211,0.455
382000,0.0,-0.818,-0.326,0.107,-0.035,-0.817,-0.922,0.938,0.439,1.106,-0.624,0.444,-1.562,-0.128,0.157,-0.674,0.833,0.398,-0.349
384000,0.0,-0.899,-0.036,0.514,0.467,-0.863,-0.922,0.938,0.445,0.952,-0.577,0.794,-1.233,-0.128,0.076,-0.5,0.37,0.829,-0.916
386000,0.0,-0.98,0.312,0.925,0.729,-0.901,-0.922,1.126,0.45,0.496,-0.482,1.144,-0.905,-0.128,-0.046,-0.152,-0.094,0.95,-1.167
388000,0.0,-1.062,0.544,1.346,0.708,-0.943,-0.922,0.75,0.46,-0.046,-0.529,1.494,-0.58,-0.046,-0.168,0.08,-0.558,0.742,-1.115
390000,0.0,-1.143,0.775,1.771,0.483,-0.973,-0.922,0.75,0.465,-0.436,-0.387,-0.082,-0.257,-0.046,-0.249,0.37,-0.963,0.297,-0.845
392000,0.0,-1.184,0.949,-1.649,0.204,-0.998,-0.482,0.562,-3.749,-0.538,-0.339,-1.658,0.061,-0.046,-0.331,0.659,-1.195,-0.213,-0.474
394000,0.0,-1.265,1.007,-1.206,0.021,-1.015,-0.922,0.187,0.484,-0.354,-0.244,-1.306,0.378,-0.046,-0.412,0.775,-1.369,-0.6,-0.117
396000,0.0,-1.305,0.949,-0.752,0.019,-1.032,-0.482,-0.189,0.496,-0.01,-0.244,-0.953,0.69,-0.128,-0.452,0.833,-1.369,-0.725,0.136
398000,0.0,-1.346,0.833,-0.292,0.181,-1.036,-0.482,-0.377,0.504,0.303,-0.101,-0.598,1.001,-0.128,-0.534,0.833,-1.311,-0.541,0.241
400000,0.0,-1.346,0.659,0.168,0.402,-1.036,-0.041,-0.565,0.503,0.417,-0.054,-0.239,1.309,-0.128,-0.534,0.659,-1.079,-0.11,0.195
402000,0.0,-1.346,0.428,0.626,0.542,-1.036,-0.041,-0.753,0.501,0.262,-0.054,0.122,1.615,-0.168,-0.534,0.428,-0.789,0.411,0.025
404000,0.0,-1.265,0.196,1.074,0.488,-1.024,0.839,-0.753,0.49,-0.108,0.089,0.488,-0.005,-0.209,-0.615,0.196,-0.442,0.815,-0.215
406000,0.0,-1.265,-0.152,1.517,0.213,-1.015,-0.041,-1.128,0.484,-0.531,0.041,0.858,-1.626,-0.249,-0.534,-0.152,-0.094,0.926,-0.452
408000,0.0,-1.224,-0.384,0.02,-0.203,-0.998,0.399,-0.753,-1.641,-0.801,0.136,1.232,-1.318,-0.29,-0.534,-0.442,0.196,0.673,-0.613
410000,0.0,-1.184,-0.616,-1.483,-0.616,-0.986,0.399,-0.753,-1.649,-0.793,0.089,1.611,-1.009,-0.371,-0.534,-0.732,0.544,0.129,-0.631
412000,0.0,-1.143,-0.847,-1.067,-0.878,-0.969,0.399,-0.753,0.455,-0.506,0.136,0.066,-0.698,-0.412,-0.493,-0.905,0.775,-0.514,-0.465
414000,0.0,-1.102,-0.963,-0.657,-0.901,-0.956,0.399,-0.377,0.448,-0.049,0.089,-1.475,-0.384,-0.493,-0.452,-1.021,0.891,-1.028,-0.122
416000,0.0,-1.102,-1.021,-0.251,-0.691,-0.939,-0.041,-0.189,0.444,0.396,0.136,-1.085,-0.067,-0.574,-0.452,-0.963,0.949,-1.236,0.34
418000,0.0,-1.021,-1.021,0.148,-0.346,-0.931,0.839,-0.001,0.436,0.653,0.041,-0.691,0.253,-0.656,-0.412,-0.847,0.949,-1.075,0.816
420000,0.0,-1.021,-0.963,0.543,-0.009,-0.918,-0.041,0.187,0.431,0.638,0.089,-0.294,0.576,-0.737,-0.371,-0.616,0.891,-0.617,1.174
422000,0.0,-1.021,-0.847,0.931,0.193,-0.91,-0.041,0.375,0.425,0.379,0.041,0.107,0.901,-0.818,-0.371,-0.326,0.775,-0.035,1.298
424000,0.0,-1.021,-0.616,1.316,0.197,-0.91,-0.041,0.75,0.421,0.004,-0.054,0.514,1.23,-0.899,-0.29,-0.036,0.544,0.467,1.123
426000,0.0,-1.021,-0.384,1.696,0.04,-0.91,-0.041,0.75,0.415,-0.306,-0.054,0.925,1.561,-0.98,-0.29,0.312,0.312,0.729,0.669
428000,0.0,-1.021,-0.036,-1.785,-0.174,-0.914,-0.041,1.126,-3.816,-0.413,-0.101,1.346,-0.032,-1.062,-0.29,0.544,0.022,0.708,0.037
430000,0.0,-1.021,0.254,-1.413,-0.322,-0.922,-0.041,0.938,0.406,-0.289,-0.149,1.771,-1.622,-1.143,-0.209,0.775,-0.268,0.483,-0.613
432000,0.0,-1.021,0.544,-1.047,-0.314,-0.931,-0.041,0.938,0.401,0.009,-0.149,-1.649,-1.283,-1.184,-0.209,0.949,-0.5,0.204,-1.117
434000,0.0,-1.102,0.891,-0.682,-0.123,-0.948,-0.922,1.126,0.398,0.36,-0.244,-1.206,-0.941,-1.265,-0.209,1.007,-0.732,0.021,-1.342
436000,0.0,-1.102,1.065,-0.322,0.201,-0.965,-0.041,0.562,0.394,0.614,-0.244,-0.752,-0.598,-1.305,-0.168,0.949,-0.847,0.019,-1.231
438000,0.0,-1.184,1.181,0.034,0.559,-0.981,-0.922,0.375,0.39,0.677,-0.244,-0.292,-0.252,-1.346,-0.128,0.833,-0.905,0.181,-0.814
440000,0.0,-1.224,1.239,0.39,0.836,-0.998,-0.482,0.187,0.389,0.525,-0.244,0.168,0.096,-1.346,-0.128,0.659,-0.789,0.402,-0.211
442000,0.0,-1.265,1.181,0.74,0.944,-1.015,-0.482,-0.189,0.383,0.2,-0.244,0.626,0.444,-1.346,-0.128,0.428,-0.674,0.542,0.398
444000,0.0,-1.305,1.007,1.088,0.851,-1.04,-0.482,-0.565,0.381,-0.184,-0.339,1.074,0.794,-1.265,-0.128,0.196,-0.5,0.488,0.829
446000,0.0,-1.387,0.717,1.432,0.594,-1.057,-0.922,-0.94,0.376,-0.497,-0.244,1.517,1.144,-1.265,-0.128,-0.152,-0.152,0.213,0.95
448000,0.0,-1.468,0.37,1.771,0.247,-1.074,-0.922,-1.128,0.371,-0.667,-0.244,0.02,1.494,-1.224,-0.046,-0.384,0.08,-0.203,0.742
450000,0.0,-1.508,0.022,-1.745,-0.1,-1.095,-0.482,-1.128,-3.855,-0.668,-0.291,-1.483,-0.082,-1.184,-0.046,-0.616,0.37,-0.616,0.297
452000,0.0,-1.59,-0.384,-1.416,-0.376,-1.116,-0.922,-1.316,0.359,-0.532,-0.291,-1.067,-1.658,-1.143,-0.046,-0.847,0.659,-0.878,-0.213
454000,0.0,-1.671,-0.732,-1.098,-0.55,-1.129,-0.922,-1.128,0.348,-0.339,-0.196,-0.657,-1.306,-1.102,-0.046,-0.963,0.775,-0.901,-0.6
456000,0.0,-1.752,-0.963,-0.804,-0.633,-1.141,-0.922,-0.753,0.321,-0.163,-0.196,-0.251,-0.953,-1.102,-0.128,-1.021,0.833,-0.691,-0.725
458000,0.0,-1.833,-1.195,-0.557,-0.651,-1.15,-0.922,-0.753,0.27,-0.04,-0.149,0.148,-0.598,-1.021,-0.128,-1.021,0.833,-0.346,-0.541
460000,0.0,-1.915,-1.253,-0.406,-0.635,-1.154,-0.922,-0.189,0.165,0.024,-0.101,0.543,-0.239,-1.021,-0.128,-0.963,0.659,-0.009,-0.11
462000,0.0,-1.915,-1.195,-0.412,-0.603,-1.154,-0.041,0.187,-0.008,0.057,-0.054,0.931,0.122,-1.021,-0.168,-0.847,0.428,0.193,0.411
464000,0.0,-1.874,-1.021,-0.399,-0.538,-1.154,0.399,0.562,0.013,0.118,-0.054,1.316,0.488,-1.021,-0.209,-0.616,0.196,0.197,0.815
466000,0.0,-1.793,-0.732,-0.239,-0.415,-1.146,0.839,0.938,0.175,0.23,0.041,1.696,0.858,-1.021,-0.249,-0.384,-0.152,0.04,0.926
468000,0.0,-1.712,-0.442,0.008,-0.216,-1.133,0.839,0.938,0.269,0.374,0.089,-1.785,1.232,-1.021,-0.29,-0.036,-0.442,-0.174,0.673
470000,0.0,-1.59,-0.152,0.302,0.054,-1.112,1.279,0.938,0.321,0.51,0.184,-1.413,1.611,-1.021,-0.371,0.254,-0.732,-0.322,0.129
472000,0.0,-1.468,0.196,0.618,0.35,-1.078,1.279,1.126,0.346,0.561,0.327,-1.047,0.066,-1.021,-0.412,0.544,-0.905,-0.314,-0.514
474000,0.0,-1.346,0.428,0.944,0.592,-1.045,1.279,0.75,0.356,0.456,0.327,-0.682,-1.475,-1.102,-0.493,0.891,-1.021,-0.123,-1.028
476000,0.0,-1.224,0.659,1.278,0.693,-0.998,1.279,0.75,0.365,0.187,0.469,-0.322,-1.085,-1.102,-0.574,1.065,-0.963,0.201,-1.236
478000,0.0,-1.062,0.775,1.616,0.598,-0.943,1.719,0.375,0.369,-0.188,0.564,0.034,-0.691,-1.184,-0.656,1.181,-0.847,0.559,-1.075
480000,0.0,-0.899,0.833,0.033,0.309,-0.876,1.719,0.187,-1.736,-0.556,0.707,0.39,-0.294,-1.224,-0.737,1.239,-0.616,0.836,-0.617
482000,0.0,-0.818,0.775,-1.547,-0.087,-0.796,0.839,-0.189,-1.732,-0.762,0.85,0.74,0.107,-1.265,-0.818,1.181,-0.326,0.944,-0.035
484000,0.0,-0.656,0.659,-1.196,-0.446,-0.708,1.719,-0.377,0.383,-0.692,0.945,1.088,0.514,-1.305,-0.899,1.007,-0.036,0.851,0.467
486000,0.0,-0.493,0.544,-0.842,-0.623,-0.606,1.719,-0.377,0.387,-0.343,1.087,1.432,0.925,-1.387,-0.98,0.717,0.312,0.594,0.729
488000,0.0,-0.331,0.37,-0.487,-0.517,-0.497,1.719,-0.565,0.389,0.197,1.183,1.771,1.346,-1.468,-1.062,0.37,0.544,0.247,0.708
490000,0.0,-0.168,0.196,-0.128,-0.124,-0.379,1.719,-0.565,0.392,0.744,1.278,-1.745,1.771,-1.508,-1.143,0.022,0.775,-0.1,0.483
492000,0.0,-0.006,0.08,0.231,0.435,-0.244,1.719,-0.377,0.393,1.063,1.468,-1.416,-1.649,-1.59,-1.184,-0.384,0.949,-0.376,0.204
494000,0.0,0.157,-0.094,0.592,0.95,-0.109,1.719,-0.565,0.395,0.977,1.468,-1.098,-1.206,-1.671,-1.265,-0.732,1.007,-0.55,0.021
496000,0.0,0.238,-0.21,0.956,1.186,0.038,0.839,-0.377,0.397,0.446,1.611,-0.804,-0.752,-1.752,-1.305,-0.963,0.949,-0.633,0.019
498000,0.0,0.4,-0.326,1.32,0.986,0.185,1.719,-0.377,0.398,-0.388,1.611,-0.557,-0.292,-1.833,-1.346,-1.195,0.833,-0.651,0.181
500000,0.0,0.563,-0.384,1.684,0.358,0.333,1.719,-0.189,0.399,-1.206,1.611,-0.406,0.168,-1.915,-1.346,-1.253,0.659,-0.635,0.402
502000,0.0,0.644,-0.442,-1.805,-0.508,0.48,0.839,-0.189,-3.825,-1.659,1.611,-0.412,0.626,-1.915,-1.346,-1.195,0.428,-0.603,0.542
504000,0.0,0.807,-0.442,-1.439,-1.316,0.624,1.719,-0.001,0.4,-1.547,1.563,-0.399,1.074,-1.874,-1.265,-1.021,0.196,-0.538,0.488
506000,0.0,0.888,-0.442,-1.072,-1.773,0.767,0.839,-0.001,0.401,-0.878,1.563,-0.239,1.517,-1.793,-1.265,-0.732,-0.152,-0.415,0.213
508000,0.0,1.01,-0.442,-0.706,-1.691,0.902,1.279,-0.001,0.4,0.15,1.468,0.008,0.02,-1.712,-1.224,-0.442,-0.384,-0.216,-0.203
510000,0.0,1.091,-0.326,-0.34,-1.058,1.02,0.839,0.375,0.401,1.203,1.278,0.302,-1.483,-1.59,-1.184,-0.152,-0.616,0.054,-0.616
512000,0.0,1.172,-0.268,0.026,-0.052,1.129,0.839,0.187,0.4,1.916,1.183,0.618,-1.067,-1.468,-1.143,0.196,-0.847,0.35,-0.878
514000,0.0,1.213,-0.152,0.391,1.003,1.218,0.399,0.375,0.399,2.008,0.945,0.944,-0.657,-1.346,-1.102,0.428,-0.963,0.592,-0.901
516000,0.0,1.253,-0.036,0.755,1.727,1.293,0.399,0.375,0.399,1.378,0.802,1.278,-0.251,-1.224,-1.102,0.659,-1.021,0.693,-0.691
518000,0.0,1.335,0.08,1.119,1.846,1.344,0.839,0.375,0.397,0.221,0.517,1.616,0.148,-1.062,-1.021,0.775,-1.021,0.598,-0.346
520000,0.0,1.335,0.196,1.482,1.319,1.369,-0.041,0.375,0.397,-1.012,0.232,0.033,0.543,-0.899,-1.021,0.833,-0.963,0.309,-0.009
522000,0.0,1.335,0.254,-0.084,0.358,1.382,-0.041,0.187,-1.717,-1.841,0.089,-1.547,0.931,-0.818,-1.021,0.775,-0.847,-0.087,0.193
524000,0.0,1.335,0.37,-1.65,-0.679,1.365,-0.041,0.375,-1.718,-1.985,-0.244,-1.196,1.316,-0.656,-1.021,0.659,-0.616,-0.446,0.197
526000,0.0,1.294,0.37,-1.29,-1.429,1.331,-0.482,-0.001,0.393,-1.438,-0.434,-0.842,1.696,-0.493,-1.021,0.544,-0.384,-0.623,0.04
528000,0.0,1.253,0.37,-0.932,-1.659,1.272,-0.482,-0.001,0.392,-0.445,-0.719,-0.487,-1.785,-0.331,-1.021,0.37,-0.036,-0.517,-0.174
530000,0.0,1.213,0.254,-0.575,-1.321,1.196,-0.482,-0.377,0.391,0.64,-0.91,-0.128,-1.413,-0.168,-1.021,0.196,0.254,-0.124,-0.322
532000,0.0,1.132,0.138,-0.219,-0.55,1.104,-0.922,-0.377,0.389,1.467,-1.1,0.231,-1.047,-0.006,-1.021,0.08,0.544,0.435,-0.314
534000,0.0,1.05,-0.036,0.137,0.379,0.994,-0.922,-0.565,0.389,1.767,-1.29,0.592,-0.682,0.157,-1.102,-0.094,0.891,0.95,-0.123
536000,0.0,0.969,-0.152,0.491,1.132,0.876,-0.922,-0.377,0.387,1.433,-1.385,0.956,-0.322,0.238,-1.102,-0.21,1.065,1.186,0.201
538000,0.0,0.888,-0.326,0.843,1.45,0.742,-0.922,-0.565,0.385,0.601,-1.575,1.32,0.034,0.4,-1.184,-0.326,1.181,0.986,0.559
540000,0.0,0.766,-0.442,1.195,1.244,0.602,-1.362,-0.377,0.385,-0.398,-1.623,1.684,0.39,0.563,-1.224,-0.384,1.239,0.358,0.836
542000,0.0,0.644,-0.558,1.544,0.621,0.459,-1.362,-0.377,0.382,-1.194,-1.67,-1.805,0.74,0.644,-1.265,-0.442,1.181,-0.508,0.944
544000,0.0,0.522,-0.558,-0.035,-0.173,0.312,-1.362,-0.001,-1.733,-1.522,-1.718,-1.439,1.088,0.807,-1.305,-0.442,1.007,-1.316,0.851
546000,0.0,0.4,-0.442,-1.62,-0.867,0.177,-1.362,0.375,-1.737,-1.331,-1.575,-1.072,1.432,0.888,-1.387,-0.442,0.717,-1.773,0.594
548000,0.0,0.279,-0.326,-1.282,-1.264,0.042,-1.362,0.375,0.369,-0.763,-1.575,-0.706,1.771,1.01,-1.468,-0.442,0.37,-1.691,0.247
550000,0.0,0.157,-0.152,-0.948,-1.281,-0.08,-1.362,0.562,0.365,-0.038,-1.433,-0.34,-1.745,1.091,-1.508,-0.326,0.022,-1.058,-0.1
552000,0.0,0.035,0.08,-0.622,-0.952,-0.198,-1.362,0.75,0.356,0.623,-1.385,0.026,-1.416,1.172,-1.59,-0.268,-0.384,-0.052,-0.376
554000,0.0,-0.087,0.312,-0.303,-0.4,-0.303,-1.362,0.75,0.349,1.049,-1.242,0.391,-1.098,1.213,-1.671,-0.152,-0.732,1.003,-0.55
556000,0.0,-0.209,0.428,0.008,0.217,-0.392,-1.362,0.375,0.34,1.171,-1.052,0.755,-0.804,1.253,-1.752,-0.036,-0.963,1.727,-0.633
558000,0.0,-0.29,0.601,0.311,0.749,-0.472,-0.922,0.562,0.331,1.012,-0.957,1.119,-0.557,1.335,-1.833,0.08,-1.195,1.846,-0.651
560000,0.0,-0.371,0.717,0.607,1.095,-0.535,-0.922,0.375,0.323,0.654,-0.767,1.482,-0.406,1.335,-1.915,0.196,-1.253,1.319,-0.635
562000,0.0,-0.452,0.659,0.895,1.206,-0.577,-0.922,-0.189,0.315,0.207,-0.529,-0.084,-0.412,1.335,-1.915,0.254,-1.195,0.358,-0.603
564000,0.0,-0.493,0.601,1.179,1.089,-0.606,-0.482,-0.189,0.311,-0.228,-0.387,-1.65,-0.399,1.335,-1.874,0.37,-1.021,-0.679,-0.538
566000,0.0,-0.534,0.428,1.462,0.781,-0.619,-0.482,-0.565,0.309,-0.594,-0.196,-1.29,-0.239,1.294,-1.793,0.37,-0.732,-1.429,-0.415
568000,0.0,-0.493,0.196,1.744,0.335,-0.619,0.399,-0.753,0.308,-0.857,-0.054,-0.932,0.008,1.253,-1.712,0.37,-0.442,-1.659,-0.216
570000,0.0,-0.452,-0.036,-1.824,-0.178,-0.598,0.399,-0.753,-3.912,-0.986,0.184,-0.575,0.302,1.213,-1.59,0.254,-0.152,-1.321,0.054
572000,0.0,-0.412,-0.268,-1.534,-0.678,-0.564,0.399,-0.753,0.317,-0.96,0.327,-0.219,0.618,1.132,-1.468,0.138,0.196,-0.55,0.35
574000,0.0,-0.371,-0.5,-1.237,-1.074,-0.514,0.399,-0.753,0.325,-0.762,0.517,0.137,0.944,1.05,-1.346,-0.036,0.428,0.379,0.592
576000,0.0,-0.249,-0.674,-0.934,-1.277,-0.446,1.279,-0.565,0.331,-0.393,0.707,0.491,1.278,0.969,-1.224,-0.152,0.659,1.132,0.693
578000,0.0,-0.168,-0.789,-0.625,-1.222,-0.375,0.839,-0.377,0.338,0.1,0.755,0.843,1.616,0.888,-1.062,-0.326,0.775,1.45,0.598
580000,0.0,-0.087,-0.789,-0.31,-0.891,-0.282,0.839,-0.001,0.344,0.626,0.992,1.195,0.033,0.766,-0.899,-0.442,0.833,1.244,0.309
582000,0.0,0.076,-0.789,0.01,-0.336,-0.173,1.719,-0.001,0.35,1.055,1.183,1.544,-1.547,0.644,-0.818,-0.558,0.775,0.621,-0.087
584000,0.0,0.157,-0.674,0.333,0.319,-0.063,0.839,0.375,0.354,1.245,1.183,-0.035,-1.196,0.522,-0.656,-0.558,0.659,-0.173,-0.446
586000,0.0,0.319,-0.558,0.66,0.893,0.063,1.719,0.375,0.357,1.089,1.373,-1.62,-0.842,0.4,-0.493,-0.442,0.544,-0.867,-0.623
588000,0.0,0.4,-0.384,0.989,1.199,0.202,0.839,0.562,0.36,0.579,1.515,-1.282,-0.487,0.279,-0.331,-0.326,0.37,-1.264,-0.517
590000,0.0,0.563,-0.152,1.322,1.112,0.35,1.719,0.75,0.363,-0.171,1.611,-0.948,-0.128,0.157,-0.168,-0.152,0.196,-1.281,-0.124
592000,0.0,0.725,-0.036,1.656,0.629,0.514,1.719,0.375,0.365,-0.929,1.801,-0.622,0.231,0.035,-0.006,0.08,0.08,-0.952,0.435
594000,0.0,0.807,0.196,0.065,-0.118,0.683,0.839,0.75,-1.744,-1.431,1.848,-0.303,0.592,-0.087,0.157,0.312,-0.094,-0.4,0.95
596000,0.0,0.969,0.312,-1.524,-0.892,0.864,1.719,0.375,-1.743,-1.483,1.991,0.008,0.956,-0.209,0.238,0.428,-0.21,0.217,1.186
598000,0.0,1.132,0.486,-1.184,-1.43,1.049,1.719,0.562,0.371,-1.033,2.039,0.311,1.32,-0.29,0.4,0.601,-0.326,0.749,0.986
600000,0.0,1.213,0.601,-0.842,-1.523,1.243,0.839,0.375,0.374,-0.184,2.134,0.607,1.684,-0.371,0.563,0.717,-0.384,1.095,0.358
602000,0.0,1.375,0.659,-0.499,-1.083,1.441,1.719,0.187,0.375,0.835,2.181,0.895,-1.805,-0.452,0.644,0.659,-0.442,1.206,-0.508
604000,0.0,1.497,0.717,-0.155,-0.178,1.639,1.279,0.187,0.376,1.723,2.181,1.179,-1.439,-0.493,0.807,0.601,-0.442,1.089,-1.316
606000,0.0,1.619,0.717,0.191,0.959,1.841,1.279,-0.001,0.378,2.166,2.229,1.462,-1.072,-0.534,0.888,0.428,-0.442,0.781,-1.773
608000,0.0,1.741,0.717,0.538,1.971,2.031,1.279,-0.001,0.38,1.926,2.086,1.744,-0.706,-0.493,1.01,0.196,-0.442,0.335,-1.691
610000,0.0,1.863,0.601,0.887,2.485,2.22,1.279,-0.377,0.382,0.975,2.086,-1.824,-0.34,-0.452,1.091,-0.036,-0.326,-0.178,-1.058
612000,0.0,1.944,0.486,1.237,2.265,2.397,0.839,-0.377,0.382,-0.425,1.943,-1.534,0.026,-0.412,1.172,-0.268,-0.268,-0.678,-0.052
614000,0.0,2.066,0.312,1.589,1.331,2.565,1.279,-0.565,0.385,-1.788,1.848,-1.237,0.391,-0.371,1.213,-0.5,-0.152,-1.074,1.003
616000,0.0,2.147,0.08,0.015,-0.033,2.717,0.839,-0.753,-1.726,-2.611,1.658,-0.934,0.755,-0.249,1.253,-0.674,-0.036,-1.277,1.727
618000,0.0,2.188,-0.152,-1.556,-1.394,2.839,0.399,-0.753,-1.724,-2.605,1.325,-0.625,1.119,-0.168,1.335,-0.789,0.08,-1.222,1.846
620000,0.0,2.269,-0.384,-1.199,-2.331,2.949,0.839,-0.753,0.391,-1.795,1.183,-0.31,1.482,-0.087,1.335,-0.789,0.196,-0.891,1.319
622000,0.0,2.309,-0.616,-0.84,-2.568,3.033,0.399,-0.753,0.392,-0.457,0.897,0.01,-0.084,0.076,1.335,-0.789,0.254,-0.336,0.358
624000,0.0,2.309,-0.847,-0.478,-2.039,3.088,-0.041,-0.753,0.395,1.004,0.564,0.333,-1.65,0.157,1.335,-0.674,0.37,0.319,-0.679
626000,0.0,2.309,-1.079,-0.116,-0.913,3.117,-0.041,-0.753,0.397,2.144,0.279,0.66,-1.29,0.319,1.294,-0.558,0.37,0.893,-1.429
628000,0.0,2.309,-1.137,0.249,0.432,3.109,-0.041,-0.189,0.398,2.564,-0.149,0.989,-0.932,0.4,1.253,-0.384,0.37,1.199,-1.659
630000,0.0,2.309,-1.137,0.613,1.518,3.075,-0.041,-0.001,0.399,2.067,-0.434,1.322,-0.575,0.563,1.213,-0.152,0.254,1.112,-1.321
632000,0.0,2.309,-0.963,0.978,1.941,3.012,-0.041,0.562,0.399,0.802,-0.767,1.656,-0.219,0.725,1.132,-0.036,0.138,0.629,-0.55
634000,0.0,2.228,-0.789,1.342,1.563,2.907,-0.922,0.562,0.398,-0.728,-1.242,0.065,0.137,0.807,1.05,0.196,-0.036,-0.118,0.379
636000,0.0,2.147,-0.5,1.704,0.579,2.776,-0.922,0.938,0.396,-1.884,-1.528,-1.524,0.491,0.969,0.969,0.312,-0.152,-0.892,1.132
638000,0.0,2.066,-0.152,-1.79,-0.594,2.608,-0.922,1.126,-3.831,-2.244,-1.956,-1.184,0.843,1.132,0.888,0.486,-0.326,-1.43,1.45
640000,0.0,1.944,0.196,-1.431,-1.512,2.426,-1.362,1.126,0.392,-1.758,-2.098,-0.842,1.195,1.213,0.766,0.601,-0.442,-1.523,1.244
642000,0.0,1.863,0.544,-1.075,-1.864,2.216,-0.922,1.126,0.389,-0.678,-2.431,-0.499,1.544,1.375,0.644,0.659,-0.558,-1.083,0.621
644000,0.0,1.7,0.775,-0.722,-1.551,1.988,-1.802,0.75,0.387,0.591,-2.621,-0.155,-0.035,1.497,0.522,0.717,-0.558,-0.178,-0.173
646000,0.0,1.538,1.007,-0.371,-0.691,1.752,-1.802,0.75,0.383,1.636,-2.717,0.191,-1.62,1.619,0.4,0.717,-0.442,0.959,-0.867
648000,0.0,1.375,1.123,-0.022,0.431,1.496,-1.802,0.375,0.382,2.136,-2.954,0.538,-1.282,1.741,0.279,0.717,-0.326,1.971,-1.264
650000,0.0,1.213,1.123,0.325,1.445,1.243,-1.802,-0.001,0.379,1.932,-2.907,0.887,-0.948,1.863,0.157,0.601,-0.152,2.485,-1.281
652000,0.0,1.05,1.007,0.67,2.026,0.99,-1.802,-0.377,0.377,1.104,-2.907,1.237,-0.622,1.944,0.035,0.486,0.08,2.265,-0.952
654000,0.0,0.888,0.775,1.014,2.015,0.737,-1.802,-0.753,0.376,-0.028,-2.907,1.589,-0.303,2.066,-0.087,0.312,0.312,1.331,-0.4
656000,0.0,0.685,0.544,1.355,1.47,0.497,-2.242,-0.753,0.373,-1.046,-2.764,0.015,0.008,2.147,-0.209,0.08,0.428,-0.033,0.217
658000,0.0,0.482,0.196,1.693,0.615,0.27,-2.242,-1.128,0.37,-1.637,-2.621,-1.556,0.311,2.188,-0.29,-0.152,0.601,-1.394,0.749
660000,0.0,0.319,-0.094,-1.825,-0.265,0.059,-1.802,-0.94,-3.858,-1.685,-2.431,-1.199,0.607,2.269,-0.371,-0.384,0.717,-2.331,1.095
662000,0.0,0.076,-0.384,-1.496,-0.937,-0.135,-2.682,-0.94,0.36,-1.29,-2.241,-0.84,0.895,2.309,-0.452,-0.616,0.659,-2.568,1.206
664000,0.0,-0.087,-0.616,-1.172,-1.286,-0.303,-1.802,-0.753,0.354,-0.672,-1.956,-0.478,1.179,2.309,-0.493,-0.847,0.601,-2.039,1.089
666000,0.0,-0.249,-0.732,-0.858,-1.309,-0.446,-1.802,-0.377,0.343,-0.05,-1.67,-0.116,1.462,2.309,-0.534,-1.079,0.428,-0.913,0.781
668000,0.0,-0.412,-0.847,-0.555,-1.086,-0.564,-1.802,-0.377,0.331,0.421,-1.385,0.249,1.744,2.309,-0.493,-1.137,0.196,0.432,0.335
670000,0.0,-0.574,-0.847,-0.265,-0.733,-0.661,-1.802,-0.001,0.317,0.669,-1.147,0.613,-1.824,2.309,-0.452,-1.137,-0.036,1.518,-0.178
672000,0.0,-0.656,-0.789,0.01,-0.351,-0.729,-0.922,0.187,0.3,0.724,-0.815,0.978,-1.534,2.309,-0.412,-0.963,-0.268,1.941,-0.678
674000,0.0,-0.737,-0.674,0.273,0.001,-0.775,-0.922,0.375,0.288,0.666,-0.577,1.342,-1.237,2.228,-0.371,-0.789,-0.5,1.563,-1.074
676000,0.0,-0.777,-0.5,0.53,0.293,-0.792,-0.482,0.562,0.28,0.553,-0.244,1.704,-0.934,2.147,-0.249,-0.5,-0.674,0.579,-1.277
678000,0.0,-0.777,-0.384,0.786,0.511,-0.788,-0.041,0.375,0.28,0.41,-0.006,-1.79,-0.625,2.066,-0.168,-0.152,-0.789,-0.594,-1.222
680000,0.0,-0.696,-0.21,1.049,0.633,-0.758,0.839,0.562,0.287,0.227,0.279,-1.431,-0.31,1.944,-0.087,0.196,-0.789,-1.512,-0.891
