anomaly,year_bin,co2_ppm,co2_radiative_forcing,eccentricity,obliquity,perihelion,insolation,global_insolation,be_ppm,VADM,solar_modulation
-3.83872,-1300000,203.09875,-0.61875,0.04893,0.40912,3.54593,498.66326,342.36771,3.46,1.03786,0.47555
-4.92138,-1250000,203.09875,-0.61875,0.04893,0.40912,3.54593,498.66326,342.36771,3.46,1.03786,0.47555
-5.9641,-1200000,203.09875,-0.61875,0.04893,0.40912,3.54593,498.66326,342.36771,3.46,1.03786,0.47555
-3.71158,-1150000,203.09875,-0.61875,0.04893,0.40912,3.54593,498.66326,342.36771,3.367,1.03786,0.47267
-4.51761,-1100000,203.09875,-0.61875,0.04893,0.40912,3.54593,498.66326,342.36771,3.274,1.03786,0.46963
-4.97705,-1050000,203.09875,-0.61875,0.04893,0.40912,3.54593,498.66326,342.36771,3.181,1.03786,0.46644
-5.0124,-1000000,203.09875,-0.61875,0.04893,0.40912,3.54593,498.66326,342.36771,3.088,1.03786,0.46307
-3.29955,-950000,203.09875,-0.61875,0.04673,0.40602,2.89964,486.47672,342.34196,2.995,1.03786,0.45951
-3.51172,-900000,203.09875,-0.61875,0.02151,0.40728,3.23881,490.10981,342.04436,2.81,1.03786,0.45181
-4.35072,-850000,203.09875,-0.61875,0.03066,0.40842,3.15156,492.35647,342.12144,7.08,1.03786,0.53152
-3.13538,-800000,203.09875,-0.61875,0.01342,0.40505,3.32795,489.41422,341.98108,6.98642,1.03786,0.53077
-3.88872,-798000,201.14938,-0.67034,0.0167,0.40685,1.45697,474.13551,341.99769,6.89283,1.03786,0.53
,-796000,,,0.01749,0.40958,2.10287,479.15779,342.00235,,,
,-794000,,,0.01821,0.41214,2.74186,489.26772,342.0067,,,
-4.76872,-792000,215.875,-0.29236,0.01886,0.41417,3.37501,502.86954,342.01086,6.61208,1.03786,0.52757
,-790000,,,0.01944,0.41564,4.00255,515.11293,342.01465,,,
-4.30872,-788000,233.83667,0.13523,0.01984,0.4162,4.62607,520.23331,342.0173,6.42491,1.03786,0.52584
,-786000,,,0.02019,0.41606,5.24955,518.24751,342.0197,,,
-2.80872,-784000,260.5225,0.71339,0.02035,0.41501,5.87342,507.40441,342.02082,6.23774,1.03786,0.52401
-5.25872,-782000,257.97,0.66071,0.02048,0.41339,0.21432,493.37391,342.02175,6.14415,1.03786,0.52305
,-780000,,,0.02044,0.41118,0.84129,480.70393,342.02147,,,
,-778000,,,0.02029,0.40868,1.47015,472.6739,342.0204,,,
,-776000,,,0.02003,0.40602,2.09924,473.06893,342.01864,,,
,-774000,,,0.01961,0.40342,2.73131,478.7792,342.01576,,,
,-772000,,,0.019,0.40113,3.36894,487.69689,342.01173,,,
,-770000,,,0.01824,0.39923,4.01029,495.09142,342.00692,,,
-2.17872,-768000,226.04667,-0.04603,0.01734,0.39803,4.65787,496.37957,342.00145,5.48906,1.03786,0.51551
-4.76872,-766000,224.34,-0.08658,0.01634,0.39738,5.30923,492.5216,341.99567,5.39547,1.03786,0.51429
,-764000,,,0.01514,0.39757,3.87965,484.07844,341.98926,,,
-4.27872,-762000,219.28,-0.20863,0.01395,0.39835,0.36059,475.85536,341.98326,5.2083,1.03786,0.51172
-1.82872,-760000,215.665,-0.29756,0.01264,0.39992,1.04543,472.35218,341.97735,5.11472,1.03786,0.51038
,-758000,,,0.0113,0.40199,1.7428,473.99371,341.97184,,,
,-756000,,,0.00999,0.40462,2.46669,481.81054,341.96713,,,
-1.45872,-754000,204.975,-0.56955,0.00874,0.40749,3.22078,491.66634,341.96305,4.83396,1.03786,0.50604
,-752000,,,0.00766,0.41044,4.0286,499.82614,341.96006,,,
,-750000,,,0.00683,0.41327,4.8947,504.27085,341.95798,,,
-1.53872,-748000,190.31,-0.9667,0.00677,0.41567,5.80415,503.16363,341.95783,4.55321,1.03786,0.50121
,-746000,,,0.00722,0.41759,0.42557,499.46261,341.95891,,,
-4.49872,-744000,188.765,-1.01031,0.00832,0.41864,1.26201,496.07215,341.96187,4.36604,1.03786,0.49766
,-742000,,,0.00973,0.41896,2.0435,495.31497,341.96619,,,
-3.55872,-740000,187.52,-1.04571,0.01139,0.41817,2.76735,499.29105,341.97227,4.17887,1.03786,0.49383
,-738000,,,0.01313,0.41658,3.46154,505.45989,341.97947,,,
,-736000,,,0.01498,0.414,4.13375,510.61189,341.98848,,,
-4.89872,-734000,215.7175,-0.29626,0.01686,0.41086,4.79007,511.59979,341.99862,3.89811,1.03786,0.48743
,-732000,,,0.01871,0.40726,5.43664,503.99132,342.00997,,,
,-730000,,,0.02057,0.40359,6.07829,490.63313,342.02237,,,
,-728000,,,0.02239,0.4002,0.42891,473.90453,342.03587,,,
,-726000,,,0.02422,0.3973,1.06041,459.32908,342.05035,,,
,-724000,,,0.02585,0.39542,1.68703,453.82781,342.06441,,,
,-722000,,,0.02741,0.39446,2.31171,457.06712,342.07852,,,
,-720000,,,0.02889,0.39489,2.93236,471.2545,342.09281,,,
,-718000,,,0.03023,0.39626,3.54944,489.72615,342.10636,,,
,-716000,,,0.03146,0.39875,4.16316,506.45666,342.1194,,,
-3.92357,-714000,218.7075,-0.22262,0.03261,0.4018,4.77191,516.57065,342.13191,2.96226,1.03786,0.45821
-4.17911,-712000,226.20333,-0.04233,0.03369,0.40529,5.37493,513.92443,342.14429,2.86868,1.03786,0.45435
-4.15209,-710000,224.6025,-0.08032,0.03469,0.40881,5.97148,503.02206,342.15591,2.77509,1.03786,0.45025
-4.5517,-708000,230.9525,0.06884,0.03559,0.412,2.37532,486.58177,342.16675,2.68151,1.03786,0.4459
-4.38199,-706000,234.7625,0.15637,0.03641,0.41472,0.86948,471.82242,342.17687,2.58792,1.03786,0.44127
-4.11035,-704000,236.01167,0.18477,0.03709,0.41656,1.45122,466.04705,342.1854,2.49434,1.03786,0.43633
-3.80973,-702000,232.518,0.10498,0.03765,0.41766,2.03219,469.22263,342.19263,2.40075,1.03786,0.43105
-3.48699,-700000,232.62,0.10732,0.03813,0.41769,2.61148,483.96307,342.19886,2.30717,1.03786,0.4254
-3.38936,-698000,238.02333,0.23017,0.0385,0.417,3.19139,503.7071,342.20372,2.21358,1.03786,0.41932
-3.35324,-696000,240.25,0.27999,0.03874,0.41543,3.7699,522.41744,342.2069,2.12,1.03786,0.41279
-3.37903,-694000,238.304,0.23648,0.03888,0.41337,4.34982,534.51764,342.20879,2.144,1.03786,0.41451
-3.65309,-692000,239.84,0.27085,0.03896,0.41085,4.93287,532.05571,342.20981,2.168,1.03786,0.4162
-3.74222,-690000,239.99,0.2742,0.03896,0.40816,5.51541,518.72681,342.20981,2.192,1.03786,0.41786
-4.19066,-688000,233.452,0.12643,0.03882,0.4055,4.00643,495.51223,342.20801,2.216,1.03786,0.41949
-4.34537,-686000,225.538,-0.05808,0.03858,0.40304,0.40349,471.31303,342.20481,2.24,1.03786,0.42108
-4.72661,-684000,221.4225,-0.15661,0.03824,0.40108,0.9901,454.15268,342.20029,2.2374,1.03786,0.42091
-5.34324,-682000,223.235,-0.113,0.0378,0.39961,1.57785,446.26019,342.19462,2.2348,1.03786,0.42074
-6.22334,-680000,223.54,-0.10569,0.03717,0.39892,2.16478,452.83686,342.18644,2.2322,1.03786,0.42057
-5.3376,-678000,232.145,0.09639,0.03642,0.39881,2.75273,467.90937,342.17702,2.2296,1.03786,0.42039
-5.78261,-676000,218.7125,-0.22249,0.03559,0.39952,3.33748,488.37,342.1668,2.227,1.03786,0.42022
-5.34066,-674000,216.79333,-0.26965,0.03463,0.40076,3.92137,507.14753,342.15525,2.2244,1.03786,0.42005
-6.32538,-672000,202.895,-0.62412,0.03352,0.40263,4.50265,516.87412,342.1423,2.2218,1.03786,0.41987
-6.86199,-670000,195.9075,-0.81161,0.03233,0.40481,5.08083,517.82099,342.12882,2.2192,1.03786,0.4197
-6.5557,-668000,189.585,-0.98712,0.03102,0.40721,5.65304,508.39124,342.11464,2.2166,1.03786,0.41953
-7.16337,-666000,177.36333,-1.34363,0.02962,0.40957,6.21906,495.23232,342.10013,2.214,1.03786,0.41935
-8.64824,-664000,178.49333,-1.30965,0.02802,0.41164,0.49679,483.01852,342.08442,2.2114,1.03786,0.41918
-8.17042,-662000,190.44667,-0.96286,0.0264,0.41334,1.05143,475.0951,342.06921,2.2088,1.03786,0.419
-7.25144,-660000,192.004,-0.91929,0.0246,0.41435,1.59452,475.13531,342.05361,2.2062,1.03786,0.41883
-7.99478,-658000,187.16333,-1.0559,0.02276,0.41477,2.12894,480.16895,342.0386,2.2036,1.03786,0.41865
-8.46882,-656000,189.285,-0.99559,0.02091,0.41427,2.65178,489.01765,342.02487,2.201,1.03786,0.41847
-7.69595,-654000,200.175,-0.69632,0.01905,0.41313,3.16216,497.78568,342.01204,2.1984,1.03786,0.4183
-7.81997,-652000,193.845,-0.86823,0.01736,0.41118,3.64748,503.27778,342.00162,2.1958,1.03786,0.41812
-8.4692,-650000,187.03,-1.05971,0.0158,0.40882,4.11249,505.42728,341.99267,2.1932,1.03786,0.41794
-7.90956,-648000,192.95333,-0.8929,0.0146,0.40617,4.548,503.47067,341.98649,2.1906,1.03786,0.41776
-7.74324,-646000,192.665,-0.9009,0.01379,0.40357,4.96112,499.61975,341.9825,2.188,1.03786,0.41758
-7.57344,-644000,192.855,-0.89563,0.01357,0.40138,5.35339,494.48292,341.98148,2.1854,1.03786,0.41741
-7.43699,-642000,195.31,-0.82795,0.0139,0.3997,5.74775,488.97518,341.98304,2.1828,1.03786,0.41723
-8.19456,-640000,191.47,-0.93419,0.01487,0.39896,4.06755,482.89721,341.98784,2.1802,1.03786,0.41705
-8.3721,-638000,189.515,-0.98909,0.01626,0.399,0.31895,476.42485,341.99524,2.1776,1.03786,0.41687
-8.23714,-636000,195.33,-0.82741,0.01806,0.40017,0.79088,470.47384,342.00587,2.175,1.03786,0.41669
-8.42759,-634000,194.43,-0.85211,0.02004,0.40205,1.28341,466.34011,342.01871,2.1724,1.03786,0.41651
-8.71538,-632000,194.525,-0.8495,0.0222,0.40468,1.80355,467.4618,342.03441,2.1698,1.03786,0.41633
-8.67044,-630000,198.48,-0.74182,0.02443,0.40759,2.33424,473.9244,342.05206,2.1672,1.03786,0.41615
-8.82571,-628000,201.85667,-0.65156,0.02669,0.41049,2.87751,487.9255,342.07201,2.1646,1.03786,0.41596
-6.98324,-626000,210.735,-0.42128,0.02899,0.41312,3.42585,505.50397,342.09375,2.162,1.03786,0.41578
-4.79636,-624000,231.765,0.08762,0.03117,0.41506,3.98234,522.61598,342.11636,2.1594,1.03786,0.4156
-3.44129,-622000,240.33667,0.28192,0.03332,0.41634,4.54183,534.49019,342.14002,2.1568,1.03786,0.41542
-2.79912,-620000,243.53,0.35254,0.03537,0.41655,5.10474,533.62031,342.16426,2.1542,1.03786,0.41523
-2.85183,-618000,247.09,0.43018,0.03726,0.41596,5.67091,522.28206,342.18765,2.1516,1.03786,0.41505
-2.60059,-616000,252.64,0.54902,0.03904,0.41431,4.14707,500.21844,342.21103,2.149,1.03786,0.41487
-2.48999,-614000,252.79333,0.55226,0.04065,0.41202,0.53252,475.87281,342.23291,2.1464,1.03786,0.41468
-3.06897,-612000,256.19,0.62367,0.04205,0.40913,1.11108,457.37772,342.2528,2.1438,1.03786,0.4145
-3.52953,-610000,258.54667,0.67266,0.04328,0.40603,1.69317,448.19418,342.27075,2.1412,1.03786,0.41431
-4.10774,-608000,258.48,0.67128,0.04435,0.40301,2.28094,454.722,342.28677,2.1386,1.03786,0.41413
-4.66737,-606000,254.58,0.58994,0.04531,0.40027,2.87065,471.12904,342.30148,2.136,1.03786,0.41394
-4.5986,-604000,246.505,0.4175,0.04598,0.3982,3.46333,494.1664,342.31211,2.1334,1.03786,0.41375
-4.31825,-602000,239.14,0.25521,0.04657,0.39678,4.05707,514.79552,342.32142,2.1308,1.03786,0.41357
-4.20961,-600000,235.155,0.16531,0.04698,0.3964,4.65169,522.90351,342.32802,2.1282,1.03786,0.41338
-4.17896,-598000,227.675,-0.00763,0.04723,0.39681,5.24558,518.56302,342.33204,2.1256,1.03786,0.41319
-5.43253,-596000,217.645,-0.24867,0.04732,0.39827,5.83688,499.76117,342.33349,2.123,1.03786,0.413
-4.86032,-594000,223.52667,-0.10601,0.04722,0.40037,0.14381,476.36891,342.3319,2.1204,1.03786,0.41282
-3.89006,-592000,236.43,0.19424,0.04701,0.40315,0.7302,456.92476,342.32844,2.1178,1.03786,0.41263
-5.21395,-590000,230.81667,0.06569,0.04664,0.40624,1.31375,446.39913,342.32257,2.1152,1.03786,0.41244
-4.1589,-588000,247.28667,0.43443,0.04614,0.40949,1.89396,452.19759,342.31452,2.1126,1.03786,0.41225
-5.37519,-586000,236.38,0.19311,0.0455,0.41267,2.47126,469.18094,342.30454,2.11,1.03786,0.41206
-6.06272,-584000,223.96,-0.09565,0.04479,0.41546,3.04439,495.82794,342.29361,2.135,1.03786,0.41387
-5.88535,-582000,208.66,-0.47422,0.04404,0.4178,3.61515,523.09141,342.28204,2.16,1.03786,0.41564
-5.07865,-580000,220.042,-0.19007,0.04308,0.41927,4.1817,541.47198,342.26777,2.16444,1.03786,0.41595
-3.24019,-578000,245.702,0.40004,0.0421,0.41997,4.74738,548.55759,342.25346,2.16887,1.03786,0.41626
-2.7702,-576000,250.695,0.50767,0.04102,0.41952,5.30982,538.60449,342.23804,2.17331,1.03786,0.41657
-3.06824,-574000,251.595,0.52684,0.03985,0.41822,5.87215,519.32455,342.22183,2.17775,1.03786,0.41688
-2.90347,-572000,249.84,0.48939,0.03859,0.41579,2.24649,494.9107,342.20495,2.18218,1.03786,0.41718
-2.96907,-570000,249.922,0.49115,0.03727,0.41265,0.71589,472.84804,342.18771,2.18662,1.03786,0.41749
-3.1775,-568000,250.92,0.51247,0.03592,0.40876,1.28146,460.03041,342.17093,2.19106,1.03786,0.41779
-3.39655,-566000,253.55,0.56825,0.03449,0.40458,1.84757,455.85871,342.15359,2.19549,1.03786,0.4181
-4.40988,-564000,252.63333,0.54888,0.03302,0.40043,2.41817,462.51126,342.13667,2.19993,1.03786,0.4184
-4.77259,-562000,244.3,0.36942,0.03152,0.39663,2.99042,474.07373,342.12003,2.20437,1.03786,0.4187
-5.40041,-560000,232.1,0.09535,0.02992,0.39378,3.56157,486.57998,342.10324,2.2088,1.03786,0.419
-5.74741,-558000,231.175,0.07399,0.02832,0.39191,4.13366,495.91692,342.08719,2.21324,1.03786,0.4193
-3.84516,-556000,244.38571,0.3713,0.02662,0.39166,4.70294,497.75591,342.07132,2.21768,1.03786,0.4196
-3.94787,-554000,231.475,0.08093,0.02492,0.39265,5.26947,494.32677,342.05621,2.22211,1.03786,0.4199
-5.33306,-552000,222.92,-0.12055,0.02317,0.39528,5.82486,486.78525,342.04188,2.22655,1.03786,0.42019
-5.59641,-550000,218.93333,-0.21709,0.02139,0.39891,0.08843,479.39842,342.02827,2.23099,1.03786,0.42049
-6.14681,-548000,208.3,-0.48346,0.01965,0.40349,0.62087,475.7407,342.01609,2.23542,1.03786,0.42078
-6.77407,-546000,207.15,-0.51308,0.01795,0.40836,1.13723,476.08548,342.00508,2.23986,1.03786,0.42107
-7.13929,-544000,209.95,-0.44125,0.01632,0.41306,1.62968,481.55325,341.99561,2.2443,1.03786,0.42136
-7.34338,-542000,205.85,-0.54676,0.01485,0.41725,2.09774,489.26539,341.9877,2.24873,1.03786,0.42166
-7.07777,-540000,208.1,-0.4886,0.01363,0.42029,2.53708,497.76682,341.98181,2.25317,1.03786,0.42195
-7.23625,-538000,209.65,-0.4489,0.01272,0.42229,2.95156,505.34096,341.97765,2.25761,1.03786,0.42223
-7.234,-536000,202.2,-0.64247,0.01223,0.42269,3.33723,510.60243,341.97558,2.26204,1.03786,0.42252
-7.73698,-534000,194.7,-0.84469,0.01213,0.42192,3.71549,514.05444,341.97514,2.26648,1.03786,0.42281
-6.57224,-532000,202.725,-0.6286,0.01266,0.41963,4.10986,515.22629,341.9774,2.27092,1.03786,0.4231
-5.30527,-530000,218.5,-0.22769,0.01349,0.41643,4.52231,514.51219,341.98112,2.27535,1.03786,0.42338
-5.2439,-528000,221.95,-0.14388,0.01474,0.41236,4.96814,510.51149,341.98722,2.27979,1.03786,0.42366
-4.91026,-526000,226.25,-0.04122,0.01617,0.408,5.44013,503.51756,341.99471,2.28423,1.03786,0.42395
-5.17707,-524000,233.26667,0.12218,0.01776,0.40376,5.94717,492.22988,342.00404,2.28866,1.03786,0.42423
-4.2989,-522000,239.35,0.25991,0.01948,0.39994,0.19074,478.83327,342.01493,2.2931,1.03786,0.42451
-4.48054,-520000,243.5,0.35188,0.02117,0.3971,0.73671,465.85707,342.02672,2.29754,1.03786,0.42479
-4.46824,-518000,246.16667,0.41015,0.02288,0.39515,1.29596,456.14411,342.03951,2.30197,1.03786,0.42507
-4.74654,-516000,246.3,0.41305,0.02456,0.39457,1.86712,454.78647,342.05325,2.30641,1.03786,0.42535
-5.23666,-514000,242.25,0.32434,0.02619,0.39499,2.44429,460.83185,342.06731,2.31085,1.03786,0.42562
-5.48346,-512000,239.8,0.26996,0.02767,0.39665,3.02755,475.87203,342.08101,2.31528,1.03786,0.4259
-5.18421,-510000,235.8,0.17997,0.02903,0.39902,3.61235,494.09829,342.09416,2.31972,1.03786,0.42618
-5.35158,-508000,236.85,0.20374,0.03031,0.40205,4.20107,510.09374,342.10725,2.32415,1.03786,0.42645
-4.80478,-506000,237.06667,0.20863,0.03145,0.4053,4.78841,519.61694,342.11928,2.32859,1.03786,0.42672
-4.75574,-504000,234.7,0.15495,0.03237,0.40848,5.37742,516.70906,342.12929,2.33303,1.03786,0.427
-4.64335,-502000,232.76667,0.1107,0.03317,0.4114,5.9658,505.74611,342.13827,2.33746,1.03786,0.42727
-4.70574,-500000,230.06667,0.04828,0.03379,0.41374,2.36562,489.33891,342.14545,2.3419,1.03786,0.42754
-4.60024,-498000,230.7,0.06298,0.03428,0.41555,0.8598,474.50388,342.15106,2.34634,1.03786,0.42781
-4.84224,-496000,235.23333,0.16709,0.03456,0.41649,1.44796,468.36244,342.15438,2.35077,1.03786,0.42808
-5.03699,-494000,238.13333,0.23265,0.03467,0.41674,2.03857,470.93898,342.15568,2.35521,1.03786,0.42835
-4.93621,-492000,239.4,0.26103,0.03464,0.41604,2.6278,484.29321,342.15537,2.35965,1.03786,0.42861
-4.26607,-490000,244.56667,0.37526,0.03446,0.4147,3.21883,501.84413,342.15325,2.36408,1.03786,0.42888
-3.70624,-488000,245.52,0.39608,0.03407,0.4126,3.81352,517.43578,342.14863,2.36852,1.03786,0.42915
-4.18014,-486000,233.76667,0.13363,0.03355,0.41007,4.40989,526.07426,342.14259,2.37296,1.03786,0.42941
-3.99583,-484000,232.1,0.09535,0.03289,0.40719,5.01005,521.07334,342.13513,2.37739,1.03786,0.42967
-4.5611,-482000,230.03333,0.0475,0.03213,0.40424,5.61179,506.96784,342.12659,2.38183,1.03786,0.42994
-5.20106,-480000,223.6,-0.10425,0.0312,0.40151,4.12515,486.1855,342.1166,2.38627,1.03786,0.4302
-5.1812,-478000,226.85,-0.02705,0.03022,0.39917,0.54622,466.51467,342.10621,2.3907,1.03786,0.43046
-4.96639,-476000,237.85,0.22628,0.02909,0.39769,1.15734,455.41582,342.09486,2.39514,1.03786,0.43072
-5.70286,-474000,235.7,0.1777,0.02788,0.397,1.77229,453.228,342.08294,2.39958,1.03786,0.43098
-4.67978,-472000,244.4,0.37161,0.02662,0.39757,2.38725,462.82644,342.07124,2.40401,1.03786,0.43124
-6.51499,-470000,224.025,-0.0941,0.02531,0.39905,3.00409,478.03549,342.0596,2.40845,1.03786,0.4315
-7.73253,-468000,206.0,-0.54286,0.02393,0.40164,3.61794,494.57969,342.04797,2.41289,1.03786,0.43175
-7.65915,-466000,203.9,-0.59768,0.02248,0.40483,4.23124,507.60941,342.03642,2.41732,1.03786,0.43201
-6.69166,-464000,207.76667,-0.49718,0.02105,0.4085,4.84402,512.2565,342.02584,2.42176,1.03786,0.43227
-7.93729,-462000,197.15,-0.77779,0.01961,0.41218,5.45546,510.75451,342.01577,2.4262,1.03786,0.43252
-8.49551,-460000,193.1,-0.88884,0.01811,0.41541,3.97327,503.88328,342.00614,2.43063,1.03786,0.43277
-7.88131,-458000,205.35,-0.55977,0.01667,0.418,0.39692,496.45659,341.99755,2.43507,1.03786,0.43303
-7.50955,-456000,199.8,-0.70635,0.01524,0.41934,1.01589,491.93257,341.98976,2.43951,1.03786,0.43328
-8.62825,-454000,193.3,-0.8833,0.01387,0.41959,1.63741,490.84827,341.98291,2.44394,1.03786,0.43353
-8.01824,-452000,200.15,-0.69699,0.01252,0.41827,2.2717,493.87507,341.97685,2.44838,1.03786,0.43378
-7.98015,-450000,203.05,-0.62003,0.01123,0.41587,2.92047,498.0448,341.97155,2.45282,1.03786,0.43403
-7.67324,-448000,204.9,-0.57151,0.01008,0.41221,3.58802,500.40185,341.9674,2.45725,1.03786,0.43428
-7.94672,-446000,202.3,-0.63983,0.009,0.40793,4.27812,499.54761,341.96385,2.46169,1.03786,0.43453
-8.81236,-444000,199.1,-0.72513,0.00813,0.40328,5.0031,493.48857,341.96131,2.46613,1.03786,0.43477
-8.98765,-442000,202.0,-0.64777,0.00741,0.3988,5.75714,484.68311,341.9594,2.47056,1.03786,0.43502
-9.70942,-440000,201.3,-0.66634,0.007,0.39518,2.35255,475.38906,341.95837,2.475,1.03786,0.43527
-9.60574,-438000,201.0,-0.67432,0.00678,0.39257,1.05163,468.40132,341.95786,2.45474,1.03786,0.43414
-9.07632,-436000,207.5,-0.50405,0.00694,0.39175,1.85913,467.08788,341.95823,2.43447,1.03786,0.43299
-9.18824,-434000,209.8,-0.44507,0.00728,0.39234,2.64309,470.40936,341.95905,2.41421,1.03786,0.43183
-9.08729,-432000,209.55,-0.45145,0.00783,0.39479,3.4,478.41095,341.96051,2.39395,1.03786,0.43065
-8.48699,-430000,223.45,-0.10785,0.00851,0.39837,4.13324,487.4656,341.96239,2.37368,1.03786,0.42945
-7.0969,-428000,242.5,0.32986,0.00929,0.40301,4.83509,494.53407,341.96479,2.35342,1.03786,0.42824
-5.02492,-426000,251.86667,0.53262,0.01014,0.40801,5.51673,498.52507,341.96758,2.33316,1.03786,0.42701
-3.17824,-424000,268.625,0.87724,0.01095,0.41291,4.07891,498.19855,341.97053,2.31289,1.03786,0.42575
-3.60907,-422000,269.15,0.88769,0.01177,0.41732,0.53923,496.0932,341.97369,2.29263,1.03786,0.42448
-3.4317,-420000,267.5,0.85479,0.01255,0.42058,1.16652,494.578,341.97696,2.27237,1.03786,0.42319
-2.38804,-418000,272.9,0.96171,0.01329,0.42279,1.79006,495.23269,341.98022,2.25211,1.03786,0.42188
-2.03289,-416000,273.26667,0.9689,0.01394,0.42335,2.40777,499.85881,341.98326,2.23184,1.03786,0.42054
-2.25976,-414000,273.23333,0.96825,0.01454,0.42273,3.02263,506.51278,341.98614,2.21158,1.03786,0.41919
-1.99951,-412000,269.9,0.90258,0.01506,0.42057,3.63469,512.87184,341.98878,2.19132,1.03786,0.41781
-1.35298,-410000,283.5,1.16559,0.01548,0.41748,4.24445,516.30906,341.99098,2.17105,1.03786,0.41641
-0.62486,-408000,278.65,1.07327,0.01579,0.41342,4.86219,512.90012,341.99262,2.15079,1.03786,0.41499
-0.75728,-406000,285.05,1.19476,0.01601,0.40895,5.47871,504.07956,341.99382,2.13053,1.03786,0.41355
-1.10184,-404000,280.05,1.10008,0.01606,0.40434,4.00457,490.21061,341.99408,2.11026,1.03786,0.41208
-1.48857,-402000,276.5,1.03183,0.016,0.39997,0.44169,475.84721,341.99379,2.09,1.03786,0.41058
-2.06999,-400000,279.4,1.08765,0.01578,0.39635,1.07201,465.57803,341.9926,2.23,1.03786,0.42042
-2.56361,-398000,280.15,1.10199,0.0155,0.39352,1.70789,460.57863,341.99107,2.16727,1.03786,0.41615
-3.02822,-396000,276.3,1.02796,0.01499,0.392,2.34702,463.5565,341.98843,2.10455,1.03786,0.41166
-3.44996,-394000,270.45,0.91347,0.01438,0.39151,2.99004,470.70607,341.98538,2.04182,1.03786,0.40693
-4.21623,-392000,264.6,0.79647,0.0137,0.39248,3.63701,479.77388,341.98212,1.97909,1.03786,0.40194
-4.49229,-390000,258.1,0.66341,0.01289,0.39442,4.28315,487.31514,341.97842,1.91636,1.03786,0.39668
-5.02517,-388000,245.8,0.40217,0.01192,0.39756,4.93569,490.5172,341.97433,1.85364,1.03786,0.39111
-4.43281,-386000,246.8,0.42389,0.01082,0.40136,5.58917,490.73451,341.97004,1.79091,1.03786,0.38521
-3.59616,-384000,239.1,0.25432,0.00967,0.40572,4.16223,489.34381,341.96602,1.72818,1.03786,0.37895
-4.52912,-382000,240.0,0.27442,0.00842,0.41019,0.64949,489.04342,341.96214,1.66545,1.03786,0.37229
-4.24127,-380000,227.0,-0.02352,0.00713,0.41444,1.36585,492.28034,341.95873,1.60273,1.03786,0.3652
-5.05156,-378000,227.05,-0.02234,0.0059,0.41827,2.12693,498.19028,341.95596,1.54,1.03786,0.35764
-5.79871,-376000,227.1,-0.02116,0.00488,0.42117,2.97652,505.62709,341.95409,2.205,1.03786,0.41874
-7.20129,-374000,214.7,-0.32156,0.00422,0.4232,3.92868,511.84164,341.95304,2.87,1.03786,0.45441
-6.01402,-372000,199.9,-0.70368,0.00435,0.42377,4.93797,513.40545,341.95324,2.84417,1.03786,0.4533
-5.84951,-370000,201.9,-0.65042,0.0051,0.4232,5.89111,510.78456,341.95445,2.81833,1.03786,0.45218
-7.37296,-368000,204.1,-0.59244,0.00631,0.421,0.44001,503.56657,341.95687,2.7925,1.03786,0.45103
-7.49239,-366000,206.3,-0.53508,0.00777,0.41771,1.2072,495.3242,341.96031,2.76667,1.03786,0.44987
-7.55745,-364000,201.2,-0.669,0.00945,0.41321,1.90441,489.05437,341.96535,2.74083,1.03786,0.44869
-7.44266,-362000,193.5,-0.87776,0.01116,0.40813,2.58192,485.91081,341.9713,2.715,1.03786,0.44749
-7.9547,-360000,185.8,-1.09501,0.01294,0.40279,3.23905,486.98745,341.97872,2.68917,1.03786,0.44627
-8.40087,-358000,189.55,-0.98811,0.01472,0.39768,3.88783,489.45105,341.98707,2.66333,1.03786,0.44502
-8.75503,-356000,199.375,-0.71775,0.01647,0.39354,4.52795,490.07479,341.99645,2.6375,1.03786,0.44376
-8.76653,-354000,209.2,-0.46039,0.01816,0.3905,5.164,487.13379,342.00641,2.61167,1.03786,0.44247
-7.80974,-352000,212.8,-0.36911,0.01982,0.38944,5.80009,478.66994,342.01724,2.58583,1.03786,0.44116
-7.47117,-350000,221.1,-0.16441,0.02145,0.38996,0.14582,468.0526,342.02866,2.56,1.03786,0.43983
-7.289,-348000,220.3,-0.1838,0.02293,0.39261,0.77024,459.36957,342.03997,2.70667,1.03786,0.4471
-7.83784,-346000,211.9,-0.39179,0.02436,0.39655,1.38831,455.86332,342.0515,2.85333,1.03786,0.45369
-8.47832,-344000,205.0,-0.5689,0.02574,0.40171,1.99662,462.69751,342.06336,3.0,1.03786,0.45971
-8.75503,-342000,200.7,-0.68231,0.02704,0.40726,2.59848,477.10911,342.07507,3.00182,1.03786,0.45978
-7.49713,-340000,250.1,0.49496,0.02821,0.41264,3.19001,498.33136,342.08619,3.00364,1.03786,0.45985
-5.08206,-338000,238.56667,0.24237,0.02927,0.41742,3.77627,519.84946,342.09657,3.00545,1.03786,0.45992
-3.05249,-336000,263.1,0.76606,0.03033,0.42082,4.35459,534.50051,342.1074,3.00727,1.03786,0.45999
0.46777,-334000,285.275,1.19898,0.03125,0.42294,4.92938,540.01492,342.1171,3.00909,1.03786,0.46006
-0.64766,-332000,283.25,1.16087,0.03209,0.42308,5.50118,531.25979,342.12625,3.01091,1.03786,0.46014
