anomaly,year_bin,co2_ppm,co2_radiative_forcing,eccentricity,obliquity,perihelion,insolation,global_insolation,be_ppm,VADM,solar_modulation
,711000,,,0.03828,0.40318,0.36357,472.94521,342.20079,,,
,712000,,,0.03882,0.40263,0.65126,462.88082,342.20794,,,
,713000,,,0.03932,0.40218,0.9406,454.62382,342.21459,,,
,714000,,,0.03986,0.40184,1.23003,448.83709,342.22194,,,
,715000,,,0.04024,0.40164,1.52057,446.17482,342.22726,,,
,716000,,,0.04075,0.40158,1.81054,446.68681,342.23421,,,
,717000,,,0.04115,0.40168,2.10238,450.62197,342.23993,,,
,718000,,,0.04151,0.40194,2.39409,457.70918,342.24492,,,
,719000,,,0.0419,0.40236,2.68571,467.41874,342.25055,,,
,720000,,,0.04222,0.40293,2.97724,479.11352,342.25517,,,
,721000,,,0.04252,0.40364,3.27087,491.9535,342.25951,,,
,722000,,,0.04278,0.40446,3.56181,504.70785,342.26337,,,
,723000,,,0.04301,0.40537,3.85436,516.45062,342.26679,,,
,724000,,,0.04326,0.40634,4.1472,526.12107,342.27049,,,
,725000,,,0.04338,0.40734,4.43873,532.67647,342.27213,,,
,726000,,,0.04354,0.40834,4.7309,535.72631,342.27459,,,
,727000,,,0.04369,0.4093,5.02352,534.92284,342.27687,,,
,728000,,,0.0437,0.41019,5.31499,530.28161,342.27702,,,
,729000,,,0.04381,0.41098,5.60793,522.43267,342.27856,,,
,730000,,,0.0438,0.41163,5.8985,512.12396,342.27848,,,
,731000,,,0.0438,0.41212,6.19211,500.21625,342.2785,,,
,732000,,,0.04374,0.41243,0.2004,487.9976,342.27757,,,
,733000,,,0.04364,0.41255,0.49195,476.46949,342.27613,,,
,734000,,,0.04354,0.41246,0.78632,466.50062,342.27456,,,
,735000,,,0.04336,0.41216,1.07842,459.09286,342.27189,,,
,736000,,,0.04312,0.41165,1.37261,454.69015,342.26836,,,
,737000,,,0.04295,0.41095,1.66713,453.511,342.26582,,,
,738000,,,0.04259,0.41007,1.96268,455.80269,342.26061,,,
,739000,,,0.04228,0.40904,2.25936,461.10308,342.2561,,,
,740000,,,0.04195,0.40789,2.55583,468.91597,342.25126,,,
,741000,,,0.04152,0.40665,2.85497,478.60131,342.24507,,,
,742000,,,0.04107,0.40537,3.15491,489.11073,342.23879,,,
,743000,,,0.04057,0.40408,3.45377,499.32478,342.23181,,,
,744000,,,0.04007,0.40283,3.75736,508.42734,342.22488,,,
,745000,,,0.03947,0.40166,4.05948,515.19948,342.21664,,,
,746000,,,0.03884,0.40061,4.36291,519.06973,342.20826,,,
,747000,,,0.03821,0.39972,4.66901,519.65411,342.19984,,,
,748000,,,0.03751,0.39903,4.97412,516.86414,342.19088,,,
,749000,,,0.03674,0.39854,5.28213,511.00122,342.18107,,,
,750000,,,0.036,0.39828,5.58838,502.9026,342.17179,,,
,751000,,,0.03521,0.39827,5.89764,493.29547,342.16222,,,
,752000,,,0.03432,0.3985,6.20676,483.27242,342.15156,,,
,753000,,,0.0335,0.39897,0.23112,473.9302,342.14202,,,
,754000,,,0.03256,0.39967,0.54161,466.03899,342.13139,,,
,755000,,,0.03164,0.40058,0.85144,460.39564,342.12126,,,
,756000,,,0.03065,0.40166,1.1601,457.51423,342.11068,,,
,757000,,,0.02965,0.40288,1.47011,457.50875,342.10043,,,
,758000,,,0.02864,0.40421,1.78067,460.34278,342.09036,,,
,759000,,,0.02754,0.40561,2.08987,465.74841,342.07976,,,
,760000,,,0.02648,0.40702,2.40122,473.09785,342.06992,,,
,761000,,,0.0254,0.40842,2.71041,481.65834,342.06034,,,
,762000,,,0.02422,0.40976,3.02449,490.78531,342.05034,,,
,763000,,,0.02311,0.41101,3.33525,499.41025,342.04134,,,
,764000,,,0.02195,0.41214,3.64871,506.91902,342.03241,,,
,765000,,,0.02078,0.41313,3.96594,512.69763,342.02388,,,
,766000,,,0.01962,0.41396,4.2819,516.26396,342.01582,,,
,767000,,,0.01841,0.4146,4.60084,517.49169,342.00794,,,
,768000,,,0.01733,0.41506,4.92548,516.64761,342.00134,,,
,769000,,,0.01608,0.41531,5.25049,513.77301,341.99419,,,
,770000,,,0.01495,0.41537,5.58119,509.64439,341.98822,,,
,771000,,,0.01385,0.41524,5.91653,504.76885,341.98279,,,
,772000,,,0.01268,0.41492,6.26148,499.70319,341.97751,,,
,773000,,,0.01161,0.41442,0.32888,495.12749,341.97306,,,
,774000,,,0.01057,0.41376,0.68792,491.45313,341.96911,,,
,775000,,,0.00956,0.41296,1.0698,488.90569,341.96564,,,
,776000,,,0.00865,0.41205,1.45789,487.67607,341.96281,,,
,777000,,,0.00776,0.41104,1.87447,487.72098,341.96031,,,
,778000,,,0.0071,0.40997,2.31016,488.63799,341.95863,,,
,779000,,,0.00655,0.40885,2.77962,490.25489,341.95734,,,
,780000,,,0.00617,0.40771,3.27075,492.02916,341.95652,,,
,781000,,,0.00612,0.40658,3.76479,493.4611,341.9564,,,
,782000,,,0.00624,0.40546,4.2702,494.21178,341.95666,,,
,783000,,,0.00666,0.40437,4.74883,493.95421,341.95758,,,
,784000,,,0.00716,0.40333,5.20421,492.41886,341.95878,,,
,785000,,,0.00786,0.40234,5.63037,489.77796,341.96057,,,
,786000,,,0.00868,0.40142,6.03475,486.15098,341.96288,,,
,787000,,,0.00943,0.40057,0.14188,481.82665,341.96519,,,
,788000,,,0.01032,0.39981,0.50664,477.42378,341.9682,,,
,789000,,,0.01117,0.39913,0.86749,473.30354,341.97133,,,
,790000,,,0.01202,0.39856,1.22122,470.0205,341.97471,,,
,791000,,,0.01288,0.39811,1.56136,468.00349,341.97838,,,
,792000,,,0.01369,0.39777,1.9002,467.56822,341.98203,,,
,793000,,,0.01457,0.39757,2.23446,468.73955,341.98629,,,
,794000,,,0.01532,0.39751,2.56373,471.61831,341.99014,,,
,795000,,,0.0161,0.39758,2.89162,475.88814,341.99433,,,
,796000,,,0.01689,0.39781,3.2128,481.11196,341.99876,,,
,797000,,,0.0176,0.39818,3.53781,486.93004,342.00294,,,
,798000,,,0.01829,0.3987,3.8573,492.58983,342.00719,,,
,799000,,,0.019,0.39937,4.17122,497.5554,342.01172,,,
,800000,,,0.01963,0.40018,4.49197,501.33138,342.01588,,,
,801000,,,0.02026,0.40113,4.80325,503.47257,342.02021,,,
,802000,,,0.02083,0.40222,5.11645,503.75229,342.02422,,,
,803000,,,0.02144,0.40344,5.42726,502.25765,342.02863,,,
,804000,,,0.02197,0.40477,5.73686,499.0923,342.03252,,,
,805000,,,0.02243,0.40619,6.04395,494.72948,342.03602,,,
,806000,,,0.02298,0.40768,0.06665,489.70733,342.04031,,,
,807000,,,0.02336,0.40921,0.37128,484.63441,342.0433,,,
,808000,,,0.02377,0.41075,0.67496,480.11339,342.04668,,,
,809000,,,0.02414,0.41226,0.97557,476.77296,342.04966,,,
,810000,,,0.02445,0.41371,1.27705,475.01579,342.05227,,,
,811000,,,0.02477,0.41505,1.57738,475.13523,342.05492,,,
,812000,,,0.02498,0.41624,1.87543,477.33555,342.05676,,,
,813000,,,0.02521,0.41726,2.17355,481.44866,342.05871,,,
,814000,,,0.02545,0.41808,2.47252,487.25404,342.06078,,,
,815000,,,0.02551,0.41866,2.76906,494.36182,342.06131,,,
,816000,,,0.02572,0.419,3.06547,502.08041,342.06316,,,
,817000,,,0.02579,0.41906,3.36313,509.85185,342.06379,,,
,818000,,,0.02584,0.41884,3.65995,516.86232,342.06426,,,
,819000,,,0.02592,0.41834,3.95673,522.4761,342.06494,,,
,820000,,,0.02594,0.41755,4.25197,526.03078,342.06508,,,
,821000,,,0.02594,0.41648,4.55236,527.19929,342.06511,,,
,822000,,,0.02589,0.41515,4.84671,525.66404,342.06468,,,
,823000,,,0.02585,0.41358,5.14572,521.549,342.06434,,,
,824000,,,0.02577,0.4118,5.44516,515.0728,342.06363,,,
,825000,,,0.02562,0.40985,5.74304,506.77669,342.06231,,,
,826000,,,0.02547,0.40779,6.04513,497.24853,342.06099,,,
,827000,,,0.02534,0.40565,0.06231,487.35954,342.05981,,,
,828000,,,0.02508,0.40351,0.36657,477.75528,342.05761,,,
,829000,,,0.02485,0.40142,0.67106,469.2291,342.05563,,,
,830000,,,0.0246,0.39943,0.97486,462.39266,342.05351,,,
,831000,,,0.0243,0.39762,1.28497,457.63101,342.05099,,,
,832000,,,0.02398,0.39602,1.59226,455.27502,342.04833,,,
,833000,,,0.02361,0.39469,1.90081,455.35137,342.04533,,,
,834000,,,0.02328,0.39367,2.21528,457.70291,342.04268,,,
,835000,,,0.02283,0.39298,2.52587,462.00333,342.03916,,,
,836000,,,0.02243,0.39264,2.8403,467.76115,342.03604,,,
,837000,,,0.02201,0.39267,3.15576,474.37778,342.03283,,,
,838000,,,0.02153,0.39306,3.47079,481.15305,342.0293,,,
,839000,,,0.02105,0.39379,3.79042,487.53518,342.02578,,,
,840000,,,0.02059,0.39485,4.10362,492.81287,342.02252,,,
,841000,,,0.02008,0.3962,4.42557,496.70991,342.01897,,,
,842000,,,0.01955,0.39779,4.7433,498.87821,342.01538,,,
,843000,,,0.01903,0.39958,5.06125,499.3719,342.01194,,,
,844000,,,0.01848,0.4015,5.3827,498.29592,342.00838,,,
,845000,,,0.01794,0.40351,5.70371,496.06956,342.00506,,,
,846000,,,0.01729,0.40554,6.0259,493.07989,342.0011,,,
,847000,,,0.01676,0.40752,0.06662,489.93145,341.99803,,,
,848000,,,0.01615,0.40941,0.39392,487.08138,341.99459,,,
,849000,,,0.01548,0.41115,0.72455,485.04564,341.99099,,,
,850000,,,0.01492,0.41271,1.05504,484.11133,341.98805,,,
,851000,,,0.01431,0.41405,1.39457,484.50529,341.985,,,
,852000,,,0.01368,0.41515,1.73854,486.30571,341.982,,,
,853000,,,0.01314,0.41599,2.08301,489.2454,341.97953,,,
,854000,,,0.01256,0.41657,2.44168,493.22596,341.97695,,,
,855000,,,0.01211,0.41688,2.80228,497.61012,341.9751,,,
,856000,,,0.01162,0.41692,3.17333,502.06525,341.97308,,,
,857000,,,0.01125,0.41671,3.54856,505.93255,341.97164,,,
,858000,,,0.011,0.41625,3.93276,508.81103,341.97069,,,
,859000,,,0.01072,0.41558,4.32509,510.16283,341.96966,,,
,860000,,,0.01066,0.41472,4.71833,509.90543,341.96945,,,
,861000,,,0.01061,0.41369,5.11389,507.80915,341.96926,,,
,862000,,,0.01075,0.41253,5.51774,504.14381,341.96976,,,
,863000,,,0.01093,0.41128,5.91379,499.21456,341.97043,,,
,864000,,,0.01121,0.40997,0.02627,493.52311,341.9715,,,
,865000,,,0.01168,0.40865,0.41857,487.64701,341.97334,,,
,866000,,,0.01215,0.40735,0.80617,482.26301,341.97523,,,
,867000,,,0.01274,0.4061,1.18871,477.90594,341.97775,,,
,868000,,,0.01343,0.40493,1.55882,475.05071,341.98086,,,
,869000,,,0.01417,0.40386,1.93286,474.04385,341.98432,,,
,870000,,,0.01498,0.40291,2.29427,474.93342,341.98836,,,
,871000,,,0.01583,0.40209,2.64936,477.61996,341.99286,,,
,872000,,,0.01675,0.40141,3.00368,481.84601,341.99798,,,
,873000,,,0.0177,0.40088,3.34862,486.98364,342.0036,,,
,874000,,,0.01864,0.40048,3.69333,492.48833,342.00939,,,
,875000,,,0.01966,0.40022,4.02894,497.54372,342.01612,,,
,876000,,,0.02069,0.4001,4.36527,501.53445,342.02322,,,
,877000,,,0.02164,0.40011,4.69825,503.69222,342.03011,,,
,878000,,,0.02272,0.40024,5.02422,503.83007,342.03827,,,
,879000,,,0.0237,0.40048,5.35237,501.55089,342.04609,,,
,880000,,,0.02473,0.40084,5.67656,497.1404,342.05462,,,
,881000,,,0.02571,0.40129,5.99841,490.94085,342.06304,,,
,882000,,,0.0267,0.40182,0.03554,483.61379,342.07192,,,
,883000,,,0.02772,0.40242,0.35521,475.90972,342.08142,,,
,884000,,,0.02861,0.40308,0.67183,468.81643,342.09006,,,
,885000,,,0.02959,0.40378,0.98853,463.01067,342.09981,,,
,886000,,,0.03053,0.40452,1.30231,459.3273,342.10952,,,
,887000,,,0.0314,0.40528,1.61747,458.31934,342.1187,,,
,888000,,,0.0323,0.40606,1.92876,460.19978,342.12855,,,
,889000,,,0.03315,0.40683,2.24009,465.08603,342.13807,,,
,890000,,,0.034,0.40761,2.55203,472.73511,342.14782,,,
,891000,,,0.03482,0.40837,2.86072,482.54309,342.15745,,,
,892000,,,0.03555,0.40911,3.16875,493.7839,342.16627,,,
,893000,,,0.03641,0.40981,3.47733,505.54258,342.17685,,,
,894000,,,0.03704,0.41046,3.78338,516.53513,342.18487,,,
,895000,,,0.03777,0.41104,4.08871,525.84354,342.19419,,,
,896000,,,0.03845,0.41153,4.39296,532.42215,342.20301,,,
,897000,,,0.03901,0.41191,4.69714,535.4664,342.21043,,,
,898000,,,0.0396,0.41218,5.00059,534.72121,342.21839,,,
,899000,,,0.04011,0.41231,5.3015,530.13074,342.22537,,,
,900000,,,0.04058,0.41229,5.60515,522.03542,342.23184,,,
,901000,,,0.04101,0.41211,5.90603,511.34459,342.23797,,,
,902000,,,0.04135,0.41177,6.20709,498.97953,342.24268,,,
,903000,,,0.04174,0.41127,0.2252,486.1012,342.24829,,,
,904000,,,0.04199,0.41062,0.52631,473.90325,342.25188,,,
,905000,,,0.0422,0.40981,0.82684,463.45571,342.25484,,,
,906000,,,0.04246,0.40887,1.12802,455.48827,342.25866,,,
,907000,,,0.04256,0.4078,1.42877,450.81296,342.26013,,,
,908000,,,0.04268,0.40663,1.73039,449.58374,342.26191,,,
,909000,,,0.04273,0.40538,2.03094,451.89753,342.2626,,,
,910000,,,0.04277,0.40409,2.33278,457.44308,342.26322,,,
,911000,,,0.04274,0.40279,2.63567,465.73249,342.26279,,,
,912000,,,0.04267,0.40152,2.93577,475.78998,342.26168,,,
,913000,,,0.04259,0.40033,3.23931,486.8593,342.26058,,,
,914000,,,0.04243,0.39926,3.54145,497.65738,342.25828,,,
,915000,,,0.04225,0.39835,3.8433,507.14703,342.25559,,,
,916000,,,0.04201,0.39765,4.14614,514.39097,342.2521,,,
,917000,,,0.04177,0.39718,4.44746,518.64929,342.24864,,,
,918000,,,0.0414,0.39697,4.75086,519.44929,342.24339,,,
,919000,,,0.04106,0.39705,5.05145,516.90877,342.23863,,,
,920000,,,0.04067,0.39741,5.3523,511.30189,342.2332,,,
,921000,,,0.0402,0.39807,5.65423,503.23481,342.22664,,,
,922000,,,0.03973,0.399,5.95287,493.79747,342.22018,,,
,923000,,,0.03921,0.40018,6.25127,483.87503,342.21315,,,
,924000,,,0.03868,0.40159,0.26748,474.42649,342.20609,,,
,925000,,,0.03805,0.4032,0.56212,466.59145,342.19776,,,
,926000,,,0.03744,0.40495,0.8586,460.8287,342.18991,,,
,927000,,,0.03683,0.40681,1.15205,457.7798,342.18215,,,
,928000,,,0.03611,0.40871,1.44484,457.73309,342.17319,,,
,929000,,,0.0354,0.41061,1.73571,460.60112,342.16452,,,
,930000,,,0.03473,0.41245,2.02425,466.10335,342.15646,,,
,931000,,,0.03392,0.41418,2.31356,473.98196,342.14693,,,
,932000,,,0.03322,0.41573,2.59872,483.32507,342.13878,,,
,933000,,,0.03238,0.41706,2.88267,493.57329,342.12939,,,
,934000,,,0.0316,0.41813,3.16657,503.86126,342.12084,,,
,935000,,,0.03076,0.41889,3.44758,513.31248,342.11185,,,
,936000,,,0.02986,0.41933,3.72698,521.20714,342.10254,,,
,937000,,,0.02903,0.41942,4.00644,527.06945,342.09423,,,
,938000,,,0.0281,0.41916,4.28402,530.33565,342.08504,,,
,939000,,,0.02714,0.41856,4.56112,530.93367,342.07602,,,
,940000,,,0.02629,0.41762,4.83528,529.04932,342.06821,,,
,941000,,,0.02526,0.41637,5.1117,524.67657,342.05917,,,
,942000,,,0.02431,0.41485,5.38466,518.53443,342.05112,,,
,943000,,,0.02335,0.41309,5.65676,511.06044,342.04324,,,
,944000,,,0.02235,0.41112,5.92859,502.83615,342.03541,,,
,945000,,,0.02138,0.40901,6.20028,494.46889,342.02815,,,
,946000,,,0.02033,0.4068,0.18282,486.58649,342.02068,,,
,947000,,,0.01939,0.40454,0.453,479.39263,342.01432,,,
,948000,,,0.01838,0.4023,0.71734,473.43795,342.00774,,,
,949000,,,0.01739,0.40014,0.97869,468.79748,342.0017,,,
,950000,,,0.01645,0.39813,1.23955,465.49888,341.99627,,,
,951000,,,0.01552,0.39632,1.49238,463.5769,341.99117,,,
,952000,,,0.01457,0.39477,1.74483,462.91213,341.98628,,,
,953000,,,0.01372,0.39353,1.98397,463.1973,341.9822,,,
,954000,,,0.01289,0.39263,2.21983,464.34477,341.97842,,,
,955000,,,0.01207,0.39209,2.4478,466.13458,341.9749,,,
,956000,,,0.0114,0.39192,2.65647,468.20823,341.97222,,,
,957000,,,0.01075,0.39213,2.86112,470.64383,341.96977,,,
,958000,,,0.01023,0.39268,3.05249,473.22947,341.9679,,,
,959000,,,0.00985,0.39356,3.22389,475.86983,341.96659,,,
,960000,,,0.00961,0.39473,3.39569,478.74378,341.9658,,,
,961000,,,0.00956,0.39615,3.55654,481.74833,341.96561,,,
,962000,,,0.00967,0.39777,3.71295,484.94769,341.96598,,,
,963000,,,0.00993,0.39956,3.87853,488.41109,341.96686,,,
,964000,,,0.01045,0.40146,4.0505,492.14057,341.96868,,,
,965000,,,0.01098,0.40344,4.23081,495.88601,341.9706,,,
,966000,,,0.01177,0.40544,4.4239,499.74606,341.9737,,,
,967000,,,0.01261,0.40742,4.63017,503.32344,341.97718,,,
,968000,,,0.01351,0.40934,4.84389,506.39441,341.9812,,,
,969000,,,0.01454,0.41117,5.07073,508.74779,341.98613,,,
,970000,,,0.01562,0.41286,5.30136,510.09219,341.99174,,,
,971000,,,0.01669,0.41438,5.54629,510.0711,341.99764,,,
,972000,,,0.01787,0.4157,5.78974,508.82379,342.00462,,,
,973000,,,0.01909,0.4168,6.04295,506.13143,342.01229,,,
,974000,,,0.02027,0.41767,0.0191,502.16236,342.0203,,,
,975000,,,0.02154,0.4183,0.27688,497.35463,342.02932,,,
,976000,,,0.02281,0.41869,0.5423,491.90849,342.03901,,,
,977000,,,0.0241,0.41884,0.81161,486.40898,342.04936,,,
,978000,,,0.02541,0.41877,1.0788,481.47926,342.06043,,,
,979000,,,0.0267,0.41849,1.35304,477.55917,342.072,,,
,980000,,,0.02808,0.41801,1.62619,475.12763,342.08487,,,
,981000,,,0.02937,0.41735,1.90368,474.69177,342.09756,,,
,982000,,,0.03069,0.41652,2.18085,476.34021,342.11114,,,
,983000,,,0.03208,0.41552,2.45994,480.10346,342.12608,,,
,984000,,,0.0333,0.41439,2.74176,485.97454,342.13981,,,
,985000,,,0.03466,0.41311,3.02384,493.33849,342.15563,,,
,986000,,,0.0359,0.41172,3.30687,501.67801,342.17061,,,
,987000,,,0.03718,0.41023,3.59358,510.28839,342.18661,,,
,988000,,,0.03839,0.40866,3.87998,518.09766,342.20227,,,
,989000,,,0.03957,0.40704,4.16776,524.23893,342.21799,,,
,990000,,,0.04081,0.40539,4.45909,527.96945,342.23514,,,
,991000,,,0.04191,0.40374,4.74964,528.33977,342.25066,,,
,992000,,,0.04302,0.40212,5.04293,525.14603,342.26691,,,
,993000,,,0.04419,0.40057,5.33695,518.36004,342.28431,,,
,994000,,,0.0452,0.3991,5.63262,508.14817,342.29985,,,
,995000,,,0.04627,0.39774,5.92931,495.39661,342.31665,,,
,996000,,,0.04729,0.39653,6.22613,481.07875,342.33295,,,
,997000,,,0.04825,0.39548,0.24232,466.30326,342.34875,,,
,998000,,,0.04924,0.39461,0.5417,452.4283,342.3653,,,
,999000,,,0.05009,0.39396,0.84098,440.71098,342.37984,,,
,1000000,,,0.05103,0.39354,1.14187,432.00223,342.3961,,,
,1001000,,,0.05184,0.39336,1.4436,427.29714,342.41035,,,
,1002000,,,0.05259,0.39346,1.744,427.04581,342.42388,,,
,1003000,,,0.05342,0.39383,2.04609,431.31686,342.43899,,,
,1004000,,,0.05406,0.39448,2.34716,440.13301,342.45081,,,
,1005000,,,0.05473,0.39541,2.64879,452.82528,342.46328,,,
,1006000,,,0.05532,0.3966,2.9492,468.50604,342.47452,,,
,1007000,,,0.0559,0.39803,3.24962,486.01872,342.48544,,,
,1008000,,,0.05634,0.39967,3.5502,503.91058,342.49395,,,
,1009000,,,0.05679,0.40149,3.84832,520.5236,342.50271,,,
,1010000,,,0.05716,0.40344,4.14762,534.48958,342.51003,,,
,1011000,,,0.05749,0.40548,4.44525,544.4025,342.51643,,,
,1012000,,,0.05773,0.40756,4.74159,549.38161,342.52126,,,
