year_bin,anomaly,co2_ppm,co2_radiative_forcing,eccentricity,obliquity,perihelion,insolation,global_insolation,be_ppm,VADM,solar_modulation,delta_anomaly,delta_co2_ppm,delta_co2_radiative_forcing,delta_eccentricity,delta_obliquity,delta_perihelion,delta_insolation,delta_global_insolation,delta_be_ppm,delta_VADM,delta_solar_modulation,perihelion_lagged_20,perihelion_lagged_50,eccentricity_lagged_20,eccentricity_lagged_50,obliquity_lagged_20,obliquity_lagged_50,insolation_lagged_20,insolation_lagged_50,co2_ppm_squared,co2_radiative_forcing_squared,eccentricity_squared,obliquity_squared,perihelion_squared,insolation_squared,global_insolation_squared,be_ppm_squared,VADM_squared,solar_modulation_squared,delta_anomaly_squared,delta_co2_ppm_squared,delta_co2_radiative_forcing_squared,delta_eccentricity_squared,delta_obliquity_squared,delta_perihelion_squared,delta_insolation_squared,delta_global_insolation_squared,delta_be_ppm_squared,delta_VADM_squared,delta_solar_modulation_squared
250000,,NaN,NaN,1.172,-1.311,0.593,0.838,1.142,NaN,NaN,NaN,,NaN,NaN,-0.041,-0.94,0.387,1.184,0.327,NaN,NaN,NaN,1.62,-0.62,0.279,0.685,-1.253,1.123,0.044,-0.782,NaN,NaN,1.374,1.719,0.352,0.702,1.303,NaN,NaN,NaN,,NaN,NaN,0.002,0.885,0.15,1.401,0.107,NaN,NaN,NaN
252000,,NaN,NaN,1.172,-1.543,0.95,1.037,1.163,NaN,NaN,NaN,,NaN,NaN,-0.041,-0.753,0.39,0.375,0.184,NaN,NaN,NaN,0.024,-0.277,0.36,0.685,-1.253,1.355,-0.651,-0.057,NaN,NaN,1.374,2.381,0.903,1.076,1.352,NaN,NaN,NaN,,NaN,NaN,0.002,0.566,0.152,0.141,0.034,NaN,NaN,NaN
254000,,NaN,NaN,1.172,-1.717,1.309,0.707,1.163,NaN,NaN,NaN,,NaN,NaN,-0.041,-0.565,0.392,-0.636,-0.054,NaN,NaN,NaN,-1.572,0.064,0.36,0.685,-1.195,1.529,-1.273,0.83,NaN,NaN,1.374,2.947,1.714,0.499,1.352,NaN,NaN,NaN,,NaN,NaN,0.002,0.319,0.154,0.405,0.003,NaN,NaN,NaN
256000,,NaN,NaN,1.172,-1.659,1.669,-0.044,1.154,NaN,NaN,NaN,,NaN,NaN,-0.041,0.187,0.393,-1.439,-0.149,NaN,NaN,NaN,-1.241,0.404,0.36,0.685,-1.079,1.471,-1.648,1.615,NaN,NaN,1.374,2.752,2.784,0.002,1.332,NaN,NaN,NaN,,NaN,NaN,0.002,0.035,0.154,2.071,0.022,NaN,NaN,NaN
258000,,NaN,NaN,1.172,-1.427,-1.826,-0.942,1.129,NaN,NaN,NaN,,NaN,NaN,-0.041,0.75,-3.832,-1.72,-0.339,NaN,NaN,NaN,-0.911,0.743,0.4,0.685,-0.732,1.239,-1.661,2.04,NaN,NaN,1.374,2.036,3.335,0.887,1.275,NaN,NaN,NaN,,NaN,NaN,0.002,0.563,14.682,2.957,0.115,NaN,NaN,NaN
260000,,NaN,NaN,1.132,-1.021,-1.467,-1.656,1.083,NaN,NaN,NaN,,NaN,NaN,-0.482,1.314,0.392,-1.369,-0.577,NaN,NaN,NaN,-0.582,1.082,0.441,0.685,-0.384,0.949,-1.279,1.952,NaN,NaN,1.28,1.043,2.153,2.743,1.172,NaN,NaN,NaN,,NaN,NaN,0.232,1.726,0.154,1.874,0.333,NaN,NaN,NaN
262000,,NaN,NaN,1.091,-0.558,-1.112,-1.923,1.024,NaN,NaN,NaN,,NaN,NaN,-0.482,1.502,0.389,-0.516,-0.719,NaN,NaN,NaN,-0.254,1.42,0.441,0.604,0.022,0.601,-0.563,1.363,NaN,NaN,1.19,0.311,1.236,3.699,1.048,NaN,NaN,NaN,,NaN,NaN,0.232,2.255,0.151,0.266,0.518,NaN,NaN,NaN
264000,,NaN,NaN,1.01,-0.094,-0.759,-1.632,0.956,NaN,NaN,NaN,,NaN,NaN,-0.922,1.502,0.386,0.55,-0.815,NaN,NaN,NaN,0.073,1.758,0.522,0.604,0.37,0.138,0.347,0.437,NaN,NaN,1.02,0.009,0.576,2.665,0.915,NaN,NaN,NaN,,NaN,NaN,0.85,2.255,0.149,0.302,0.663,NaN,NaN,NaN
266000,,NaN,NaN,0.969,0.428,-0.409,-0.843,0.868,NaN,NaN,NaN,,NaN,NaN,-0.482,1.69,0.382,1.502,-1.052,NaN,NaN,NaN,0.399,-1.755,0.563,0.563,0.775,-0.326,1.242,-0.569,NaN,NaN,0.939,0.183,0.168,0.71,0.753,NaN,NaN,NaN,,NaN,NaN,0.232,2.855,0.146,2.257,1.107,NaN,NaN,NaN
268000,,NaN,NaN,0.888,0.949,-0.063,0.239,0.767,NaN,NaN,NaN,,NaN,NaN,-0.922,1.69,0.379,2.061,-1.195,NaN,NaN,NaN,0.725,-1.415,0.604,0.522,1.065,-0.789,1.894,-1.393,NaN,NaN,0.788,0.901,0.004,0.057,0.588,NaN,NaN,NaN,,NaN,NaN,0.85,2.855,0.144,4.246,1.428,NaN,NaN,NaN
270000,,NaN,NaN,0.807,1.297,0.28,1.309,0.657,NaN,NaN,NaN,,NaN,NaN,-0.922,1.126,0.375,2.037,-1.29,NaN,NaN,NaN,1.052,-1.073,0.685,0.482,1.297,-1.079,2.127,-1.843,NaN,NaN,0.651,1.682,0.078,1.714,0.432,NaN,NaN,NaN,,NaN,NaN,0.85,1.268,0.141,4.151,1.664,NaN,NaN,NaN
272000,,NaN,NaN,0.725,1.587,0.62,2.065,0.539,NaN,NaN,NaN,,NaN,NaN,-0.922,0.938,0.371,1.437,-1.385,NaN,NaN,NaN,1.38,-0.733,0.725,0.441,1.413,-1.311,1.868,-1.838,NaN,NaN,0.526,2.518,0.384,4.263,0.291,NaN,NaN,NaN,,NaN,NaN,0.85,0.88,0.138,2.065,1.919,NaN,NaN,NaN
274000,,NaN,NaN,0.604,1.761,0.958,2.312,0.417,NaN,NaN,NaN,,NaN,NaN,-1.362,0.562,0.369,0.466,-1.433,NaN,NaN,NaN,1.709,-0.392,0.807,0.441,1.413,-1.369,1.181,-1.41,NaN,NaN,0.364,3.1,0.918,5.344,0.174,NaN,NaN,NaN,,NaN,NaN,1.855,0.316,0.137,0.217,2.053,NaN,NaN,NaN
276000,,NaN,NaN,0.482,1.703,1.294,2.02,0.291,NaN,NaN,NaN,,NaN,NaN,-1.362,-0.189,0.367,-0.562,-1.48,NaN,NaN,NaN,-1.813,-0.054,0.847,0.36,1.297,-1.253,0.26,-0.692,NaN,NaN,0.232,2.899,1.674,4.082,0.085,NaN,NaN,NaN,,NaN,NaN,1.855,0.036,0.135,0.315,2.191,NaN,NaN,NaN
278000,,NaN,NaN,0.4,1.471,1.628,1.324,0.169,NaN,NaN,NaN,,NaN,NaN,-0.922,-0.753,0.365,-1.336,-1.433,NaN,NaN,NaN,-1.48,0.28,0.928,0.36,1.123,-1.021,-0.639,0.115,NaN,NaN,0.16,2.163,2.65,1.752,0.028,NaN,NaN,NaN,,NaN,NaN,0.85,0.566,0.134,1.784,2.053,NaN,NaN,NaN
280000,,NaN,NaN,0.279,1.239,0.034,0.455,0.055,NaN,NaN,NaN,,NaN,NaN,-1.362,-0.753,-1.748,-1.663,-1.338,NaN,NaN,NaN,-1.142,0.613,0.969,0.36,0.775,-0.674,-1.274,0.801,NaN,NaN,0.078,1.535,0.001,0.207,0.003,NaN,NaN,NaN,,NaN,NaN,1.855,0.566,3.057,2.767,1.789,NaN,NaN,NaN
282000,,NaN,NaN,0.157,0.833,-1.562,-0.349,-0.063,NaN,NaN,NaN,,NaN,NaN,-1.362,-1.316,-1.751,-1.541,-1.385,NaN,NaN,NaN,-0.802,0.941,1.01,0.279,0.37,-0.21,-1.477,1.2,NaN,NaN,0.025,0.694,2.441,0.122,0.004,NaN,NaN,NaN,,NaN,NaN,1.855,1.732,3.065,2.374,1.919,NaN,NaN,NaN
284000,,NaN,NaN,0.076,0.37,-1.233,-0.916,-0.168,NaN,NaN,NaN,,NaN,NaN,-0.922,-1.504,0.36,-1.09,-1.242,NaN,NaN,NaN,-0.459,1.267,1.091,0.279,-0.094,0.196,-1.206,1.236,NaN,NaN,0.006,0.137,1.52,0.84,0.028,NaN,NaN,NaN,,NaN,NaN,0.85,2.262,0.13,1.187,1.544,NaN,NaN,NaN
286000,,NaN,NaN,-0.046,-0.094,-0.905,-1.167,-0.265,NaN,NaN,NaN,,NaN,NaN,-1.362,-1.504,0.358,-0.484,-1.147,NaN,NaN,NaN,-0.112,1.589,1.091,0.279,-0.558,0.601,-0.566,0.943,NaN,NaN,0.002,0.009,0.819,1.362,0.07,NaN,NaN,NaN,,NaN,NaN,1.855,2.262,0.128,0.234,1.316,NaN,NaN,NaN
288000,,NaN,NaN,-0.168,-0.558,-0.58,-1.115,-0.358,NaN,NaN,NaN,,NaN,NaN,-1.362,-1.504,0.355,0.095,-1.1,NaN,NaN,NaN,0.239,-0.017,1.172,0.279,-1.021,0.949,0.215,0.441,NaN,NaN,0.028,0.311,0.337,1.242,0.128,NaN,NaN,NaN,,NaN,NaN,1.855,2.262,0.126,0.009,1.21,NaN,NaN,NaN
290000,,NaN,NaN,-0.249,-0.963,-0.257,-0.845,-0.434,NaN,NaN,NaN,,NaN,NaN,-0.922,-1.316,0.353,0.509,-0.91,NaN,NaN,NaN,0.593,-1.624,1.172,0.279,-1.311,1.181,0.838,-0.11,NaN,NaN,0.062,0.928,0.066,0.714,0.188,NaN,NaN,NaN,,NaN,NaN,0.85,1.732,0.124,0.259,0.827,NaN,NaN,NaN
292000,,NaN,NaN,-0.331,-1.195,0.061,-0.474,-0.497,NaN,NaN,NaN,,NaN,NaN,-0.922,-0.753,0.349,0.703,-0.767,NaN,NaN,NaN,0.95,-1.305,1.172,0.279,-1.543,1.297,1.037,-0.547,NaN,NaN,0.109,1.428,0.004,0.225,0.247,NaN,NaN,NaN,,NaN,NaN,0.85,0.566,0.122,0.494,0.588,NaN,NaN,NaN
294000,,NaN,NaN,-0.412,-1.369,0.378,-0.117,-0.556,NaN,NaN,NaN,,NaN,NaN,-0.922,-0.565,0.346,0.676,-0.719,NaN,NaN,NaN,1.309,-0.985,1.172,0.279,-1.717,1.239,0.707,-0.75,NaN,NaN,0.17,1.874,0.143,0.014,0.309,NaN,NaN,NaN,,NaN,NaN,0.85,0.319,0.12,0.458,0.518,NaN,NaN,NaN
296000,,NaN,NaN,-0.452,-1.369,0.69,0.136,-0.598,NaN,NaN,NaN,,NaN,NaN,-0.482,-0.001,0.341,0.478,-0.529,NaN,NaN,NaN,1.669,-0.665,1.172,0.279,-1.659,1.007,-0.044,-0.674,NaN,NaN,0.205,1.874,0.477,0.019,0.358,NaN,NaN,NaN,,NaN,NaN,0.232,0.0,0.116,0.228,0.28,NaN,NaN,NaN
298000,,NaN,NaN,-0.534,-1.311,1.001,0.241,-0.632,NaN,NaN,NaN,,NaN,NaN,-0.922,0.187,0.339,0.196,-0.434,NaN,NaN,NaN,-1.826,-0.344,1.172,0.279,-1.427,0.775,-0.942,-0.344,NaN,NaN,0.285,1.719,1.001,0.058,0.399,NaN,NaN,NaN,,NaN,NaN,0.85,0.035,0.115,0.038,0.188,NaN,NaN,NaN
