year_bin,anomaly,co2_ppm,co2_radiative_forcing,eccentricity,obliquity,perihelion,insolation,global_insolation,be_ppm,VADM,solar_modulation,delta_anomaly,delta_co2_ppm,delta_co2_radiative_forcing,delta_eccentricity,delta_obliquity,delta_perihelion,delta_insolation,delta_global_insolation,delta_be_ppm,delta_VADM,delta_solar_modulation,perihelion_lagged_20,perihelion_lagged_50,eccentricity_lagged_20,eccentricity_lagged_50,obliquity_lagged_20,obliquity_lagged_50,insolation_lagged_20,insolation_lagged_50,co2_ppm_squared,co2_radiative_forcing_squared,eccentricity_squared,obliquity_squared,perihelion_squared,insolation_squared,global_insolation_squared,be_ppm_squared,VADM_squared,solar_modulation_squared,delta_anomaly_squared,delta_co2_ppm_squared,delta_co2_radiative_forcing_squared,delta_eccentricity_squared,delta_obliquity_squared,delta_perihelion_squared,delta_insolation_squared,delta_global_insolation_squared,delta_be_ppm_squared,delta_VADM_squared,delta_solar_modulation_squared
-428000,-7.097,0.712,0.77,-1.346,-0.442,1.035,0.185,-1.036,-0.268,1.069,0.307,1.39,1.936,2.027,-0.041,1.877,0.471,0.614,0.232,-0.012,1.036,-0.017,0.289,1.117,-0.128,-0.859,-0.558,0.601,0.188,0.919,0.507,0.593,1.812,0.195,1.072,0.034,1.074,0.072,1.144,0.094,1.932,3.748,4.108,0.002,3.525,0.222,0.377,0.054,0.0,1.074,0.0
-426000,-5.025,1.066,1.104,-1.265,0.138,1.454,0.369,-1.011,-0.277,1.121,0.321,2.072,0.931,0.921,0.839,1.877,0.458,0.345,0.232,-0.012,0.183,0.045,0.665,1.406,-0.29,-0.777,-0.21,0.138,0.786,0.598,1.136,1.218,1.6,0.019,2.113,0.136,1.022,0.077,1.258,0.103,4.293,0.866,0.849,0.704,3.525,0.209,0.119,0.054,0.0,0.033,0.002
-424000,-3.178,1.699,1.669,-1.184,0.717,0.571,0.354,-0.986,-0.286,1.315,0.328,1.847,1.698,1.585,0.839,1.877,-0.968,-0.034,0.232,-0.012,0.639,0.025,1.041,1.717,-0.371,-0.615,0.138,-0.326,0.999,0.08,2.887,2.787,1.401,0.515,0.327,0.125,0.971,0.082,1.729,0.107,3.411,2.883,2.511,0.704,3.525,0.937,0.001,0.054,0.0,0.409,0.001
-422000,-3.609,1.719,1.688,-1.102,1.181,-1.6,0.257,-0.96,-0.296,1.634,0.341,-0.431,0.013,0.018,0.839,1.502,-2.381,-0.19,0.232,-0.012,1.048,0.045,1.415,-1.813,-0.452,-0.534,0.601,-0.789,0.931,-0.536,2.955,2.848,1.215,1.395,2.56,0.066,0.922,0.087,2.671,0.116,0.186,0.0,0.0,0.704,2.255,5.67,0.036,0.054,0.0,1.099,0.002
-420000,-3.432,1.657,1.633,-1.021,1.645,-1.215,0.187,-0.935,-0.306,1.705,0.355,0.177,-0.213,-0.188,0.839,1.502,0.421,-0.138,0.232,-0.012,0.243,0.045,0.506,-1.478,-0.615,-0.371,0.949,-1.137,0.615,-1.132,2.744,2.668,1.043,2.705,1.475,0.035,0.874,0.093,2.907,0.126,0.031,0.045,0.036,0.704,2.255,0.177,0.019,0.054,0.0,0.059,0.002
-418000,-2.388,1.861,1.809,-1.021,1.877,-0.833,0.218,-0.91,-0.315,2.062,0.341,1.044,0.519,0.47,-0.041,0.75,0.418,0.052,0.232,-0.012,1.168,-0.037,-1.687,-1.136,-0.696,-0.209,1.297,-1.369,0.274,-1.578,3.462,3.273,1.043,3.521,0.693,0.047,0.828,0.099,4.251,0.116,1.09,0.269,0.221,0.002,0.563,0.175,0.003,0.054,0.0,1.365,0.001
-416000,-2.033,1.875,1.821,-0.94,1.877,-0.453,0.43,-0.884,-0.324,1.817,0.328,0.355,-0.004,-0.0,0.839,-0.001,0.415,0.4,0.232,-0.012,-0.779,-0.037,-1.307,-0.785,-0.859,-0.046,1.413,-1.369,0.066,-1.64,3.514,3.315,0.883,3.521,0.206,0.185,0.782,0.105,3.3,0.107,0.126,0.0,0.0,0.704,0.0,0.172,0.16,0.054,0.0,0.607,0.001
-414000,-2.26,1.873,1.819,-0.859,1.877,-0.076,0.736,-0.859,-0.334,1.999,0.307,-0.227,-0.045,-0.038,0.839,-0.001,0.413,0.578,0.232,-0.012,0.603,-0.058,-0.926,-0.431,-0.94,0.035,1.529,-1.369,0.016,-1.363,3.509,3.309,0.737,3.521,0.006,0.541,0.738,0.111,3.995,0.094,0.052,0.002,0.001,0.704,0.0,0.17,0.334,0.054,0.0,0.364,0.003
-412000,-2.0,1.747,1.712,-0.859,1.645,0.299,1.028,-0.834,-0.344,2.092,0.28,0.26,-0.388,-0.339,-0.041,-0.753,0.41,0.552,0.232,-0.012,0.315,-0.079,-0.537,-0.073,-1.021,0.197,1.297,-1.137,0.155,-0.672,3.053,2.932,0.737,2.705,0.089,1.056,0.695,0.118,4.375,0.078,0.068,0.15,0.115,0.002,0.566,0.168,0.305,0.054,0.0,0.099,0.006
-410000,-1.353,2.261,2.145,-0.859,1.181,0.673,1.186,-0.817,-0.353,1.809,0.232,0.647,1.37,1.204,-0.041,-1.504,0.408,0.296,0.136,-0.012,-0.899,-0.141,-0.139,0.285,-1.184,0.279,1.065,-0.905,0.347,0.165,5.113,4.6,0.737,1.395,0.453,1.406,0.668,0.125,3.273,0.054,0.419,1.877,1.449,0.002,2.262,0.167,0.088,0.019,0.0,0.808,0.02
-408000,-0.625,2.078,1.992,-0.777,0.717,1.052,1.029,-0.8,-0.362,1.497,0.157,0.728,-0.545,-0.471,0.839,-1.504,0.415,-0.304,0.136,-0.012,-0.995,-0.223,0.27,0.646,-1.265,0.36,0.601,-0.558,0.455,0.9,4.318,3.967,0.604,0.515,1.106,1.059,0.64,0.131,2.241,0.025,0.53,0.297,0.222,0.704,2.262,0.172,0.093,0.019,0.0,0.99,0.05
-406000,-0.757,2.32,2.192,-0.777,0.254,1.43,0.624,-0.792,-0.372,1.237,0.075,-0.132,0.623,0.541,-0.041,-1.504,0.414,-0.779,0.041,-0.012,-0.827,-0.244,0.694,1.006,-1.346,0.441,0.138,-0.21,0.416,1.338,5.381,4.806,0.604,0.064,2.046,0.389,0.627,0.138,1.529,0.006,0.017,0.388,0.292,0.002,2.262,0.171,0.607,0.002,0.0,0.684,0.06
-404000,-1.102,2.131,2.036,-0.777,-0.326,0.526,-0.013,-0.792,-0.382,0.884,-0.008,-0.345,-0.561,-0.48,-0.041,-1.88,-0.992,-1.222,-0.054,-0.012,-1.127,-0.244,1.138,1.368,-1.427,0.522,-0.442,0.138,0.137,1.204,4.541,4.146,0.604,0.106,0.277,0.0,0.627,0.146,0.781,0.0,0.119,0.315,0.23,0.002,3.534,0.984,1.493,0.003,0.0,1.271,0.06
-402000,-1.489,1.997,1.924,-0.777,-0.789,-1.659,-0.673,-0.792,-0.391,0.701,0.027,-0.387,-0.41,-0.353,-0.041,-1.504,-2.397,-1.265,-0.054,-0.012,-0.575,0.108,1.601,1.729,-1.508,0.604,-0.905,0.486,-0.267,0.7,3.987,3.703,0.604,0.623,2.754,0.453,0.627,0.153,0.492,0.001,0.15,0.168,0.125,0.002,2.262,5.744,1.601,0.003,0.0,0.33,0.012
-400000,-2.07,2.106,2.016,-0.777,-1.253,-1.273,-1.145,-0.8,-0.325,1.103,0.061,-0.581,0.259,0.23,-0.041,-1.504,0.423,-0.906,-0.149,0.103,1.313,0.108,-0.487,-0.479,-1.508,0.685,-1.369,0.833,-0.694,-0.053,4.436,4.066,0.604,1.57,1.62,1.31,0.64,0.106,1.216,0.004,0.338,0.067,0.053,0.002,2.262,0.179,0.821,0.022,0.011,1.723,0.012
-398000,-2.564,2.135,2.039,-0.859,-1.485,-0.883,-1.374,-0.817,-0.355,0.977,0.047,-0.494,0.036,0.033,-0.922,-0.753,0.427,-0.444,-0.244,-0.042,-0.394,-0.037,-1.285,-1.403,-1.508,0.685,-1.601,1.065,-1.015,-0.735,4.557,4.159,0.737,2.205,0.779,1.888,0.668,0.126,0.954,0.002,0.244,0.001,0.001,0.85,0.566,0.182,0.197,0.059,0.002,0.155,0.001
-396000,-3.028,1.989,1.918,-0.859,-1.717,-0.491,-1.237,-0.842,-0.384,0.393,-0.124,-0.464,-0.441,-0.381,-0.041,-0.753,0.429,0.256,-0.339,-0.042,-1.873,-0.513,-0.79,-1.042,-1.508,0.766,-1.717,1.065,-1.075,-1.017,3.957,3.678,0.737,2.947,0.241,1.531,0.71,0.147,0.154,0.015,0.215,0.195,0.145,0.002,0.566,0.184,0.065,0.115,0.002,3.507,0.263
-394000,-3.45,1.768,1.729,-0.94,-1.717,-0.096,-0.909,-0.868,-0.413,-0.012,-0.315,-0.422,-0.649,-0.574,-0.922,-0.001,0.431,0.622,-0.339,-0.042,-1.296,-0.575,-0.309,-0.68,-1.508,0.766,-1.717,1.181,-0.923,-0.898,3.126,2.988,0.883,2.947,0.009,0.826,0.753,0.171,0.0,0.099,0.178,0.421,0.33,0.85,0.0,0.186,0.386,0.115,0.002,1.679,0.33
-392000,-4.216,1.547,1.536,-0.94,-1.717,0.3,-0.493,-0.893,-0.443,-0.276,-0.493,-0.766,-0.649,-0.584,-0.041,-0.001,0.434,0.79,-0.339,-0.042,-0.839,-0.533,0.155,-0.319,-1.427,0.766,-1.369,1.065,-0.555,-0.285,2.393,2.36,0.883,2.947,0.09,0.243,0.797,0.196,0.076,0.243,0.587,0.421,0.341,0.002,0.0,0.188,0.624,0.115,0.002,0.704,0.285
-390000,-4.492,1.301,1.318,-1.021,-1.485,0.697,-0.146,-0.927,-0.472,-0.447,-0.678,-0.276,-0.717,-0.659,-0.922,0.75,0.433,0.656,-0.434,-0.042,-0.538,-0.554,0.605,0.044,-1.346,0.685,-1.021,0.949,-0.139,0.521,1.694,1.736,1.043,2.205,0.485,0.021,0.859,0.223,0.2,0.459,0.076,0.514,0.434,0.85,0.563,0.188,0.43,0.188,0.002,0.29,0.307
-388000,-5.025,0.837,0.888,-1.102,-1.021,1.097,0.001,-0.96,-0.502,-0.733,-0.855,-0.533,-1.319,-1.261,-0.922,1.502,0.438,0.275,-0.434,-0.042,-0.911,-0.533,1.035,0.409,-1.346,0.685,-0.442,0.717,0.185,1.237,0.7,0.789,1.215,1.043,1.204,0.0,0.922,0.252,0.538,0.732,0.284,1.739,1.59,0.85,2.255,0.192,0.076,0.188,0.002,0.83,0.285
-386000,-4.433,0.874,0.925,-1.184,-0.674,1.498,0.011,-0.994,-0.531,-0.8,-0.992,0.592,0.062,0.07,-0.922,1.126,0.438,0.014,-0.434,-0.042,-0.202,-0.409,1.454,0.775,-1.265,0.685,0.138,0.37,0.369,1.634,0.765,0.855,1.401,0.454,2.243,0.0,0.988,0.282,0.64,0.984,0.35,0.004,0.005,0.85,1.268,0.192,0.0,0.188,0.002,0.041,0.168
-384000,-3.596,0.583,0.645,-1.265,-0.094,0.622,-0.053,-1.028,-0.561,-0.592,-1.102,0.837,-0.841,-0.833,-0.922,1.877,-0.96,-0.127,-0.434,-0.042,0.688,-0.327,0.571,1.143,-1.184,0.604,0.717,0.022,0.354,1.404,0.34,0.416,1.6,0.009,0.387,0.003,1.056,0.314,0.35,1.214,0.701,0.708,0.694,0.85,3.525,0.922,0.016,0.188,0.002,0.473,0.107
-382000,-4.529,0.617,0.678,-1.427,0.37,-1.532,-0.067,-1.061,-0.59,-0.592,-1.184,-0.933,0.052,0.061,-1.802,1.502,-2.363,-0.032,-0.434,-0.042,0.014,-0.244,-1.6,1.512,-1.102,0.522,1.181,-0.326,0.257,0.757,0.381,0.46,2.037,0.137,2.348,0.004,1.127,0.348,0.35,1.401,0.87,0.003,0.004,3.247,2.255,5.584,0.001,0.188,0.002,0.0,0.06
-380000,-4.241,0.126,0.188,-1.508,0.833,-1.093,0.082,-1.087,-0.619,-0.365,-1.259,0.288,-1.391,-1.435,-0.922,1.502,0.481,0.278,-0.339,-0.042,0.748,-0.223,-1.215,0.6,-1.021,0.441,1.645,-0.558,0.187,-0.198,0.016,0.035,2.276,0.694,1.194,0.007,1.181,0.383,0.133,1.585,0.083,1.936,2.059,0.85,2.255,0.231,0.078,0.115,0.002,0.559,0.05
-378000,-5.052,0.128,0.191,-1.59,1.297,-0.626,0.353,-1.112,-0.649,0.044,-0.862,-0.811,-0.037,-0.024,-0.922,1.502,0.511,0.513,-0.339,-0.042,1.337,1.203,-0.833,-1.596,-1.021,0.36,1.877,-0.905,0.218,-1.102,0.016,0.037,2.527,1.682,0.392,0.125,1.236,0.421,0.002,0.744,0.658,0.001,0.001,0.85,2.255,0.261,0.263,0.115,0.002,1.787,1.448
-376000,-5.799,0.13,0.193,-1.671,1.645,-0.104,0.695,-1.129,-0.337,0.311,-0.192,-0.747,-0.037,-0.029,-0.922,1.126,0.571,0.647,-0.244,0.478,0.88,2.03,-0.453,-1.221,-0.94,0.279,1.877,-1.021,0.43,-1.611,0.017,0.037,2.792,2.705,0.011,0.483,1.274,0.114,0.097,0.037,0.558,0.001,0.001,0.85,1.268,0.325,0.418,0.059,0.229,0.774,4.123
-374000,-7.201,-0.339,-0.302,-1.752,1.877,0.479,0.98,-1.137,-0.025,0.653,0.498,-1.402,-1.329,-1.449,-0.922,0.75,0.639,0.54,-0.149,0.478,1.12,2.092,-0.076,-0.844,-0.859,0.197,1.877,-1.137,0.736,-1.712,0.115,0.091,3.07,3.521,0.23,0.961,1.293,0.001,0.427,0.248,1.966,1.767,2.099,0.85,0.563,0.408,0.291,0.022,0.229,1.255,4.378
-372000,-6.014,-0.898,-0.93,-1.752,1.992,1.098,1.052,-1.137,-0.037,0.958,0.765,1.187,-1.578,-1.83,-0.041,0.375,0.677,0.132,-0.054,-0.016,1.0,0.811,0.299,-0.466,-0.859,0.116,1.645,-1.021,1.028,-1.271,0.806,0.865,3.07,3.97,1.206,1.107,1.293,0.001,0.918,0.585,1.409,2.491,3.349,0.002,0.14,0.459,0.017,0.003,0.0,1.0,0.657
-370000,-5.85,-0.822,-0.841,-1.671,1.877,1.683,0.932,-1.129,-0.05,1.151,0.786,0.164,0.166,0.221,0.839,-0.377,0.64,-0.235,0.041,-0.016,0.639,0.066,0.673,-0.088,-0.859,-0.046,1.181,-0.905,1.186,-0.572,0.676,0.708,2.792,3.521,2.832,0.868,1.274,0.002,1.325,0.617,0.027,0.028,0.049,0.704,0.142,0.409,0.055,0.002,0.0,0.409,0.004
-368000,-7.373,-0.739,-0.746,-1.59,1.645,-1.661,0.6,-1.104,-0.061,1.43,0.786,-1.523,0.187,0.24,0.839,-0.753,-3.666,-0.639,0.232,-0.015,0.916,0.004,1.052,0.289,-0.777,-0.128,0.717,-0.558,1.029,0.188,0.546,0.556,2.527,2.705,2.758,0.36,1.218,0.004,2.045,0.617,2.32,0.035,0.057,0.704,0.566,13.44,0.408,0.054,0.0,0.839,0.0
-366000,-7.492,-0.656,-0.652,-1.427,1.297,-1.19,0.222,-1.078,-0.074,1.445,0.786,-0.119,0.187,0.235,1.719,-1.128,0.515,-0.728,0.232,-0.016,0.063,0.004,1.43,0.665,-0.777,-0.29,0.254,-0.21,0.624,0.786,0.43,0.425,2.037,1.682,1.416,0.049,1.163,0.005,2.088,0.617,0.014,0.035,0.055,2.955,1.273,0.265,0.531,0.054,0.0,0.004,0.0
-364000,-7.557,-0.849,-0.873,-1.346,0.717,-0.763,-0.066,-1.036,-0.086,1.53,0.779,-0.065,-0.571,-0.664,0.839,-1.88,0.468,-0.555,0.422,-0.016,0.291,-0.017,0.526,1.041,-0.777,-0.371,-0.326,0.138,-0.013,0.999,0.72,0.761,1.812,0.515,0.582,0.004,1.074,0.007,2.342,0.607,0.004,0.326,0.44,0.704,3.534,0.219,0.308,0.178,0.0,0.085,0.0
-362000,-7.443,-1.14,-1.216,-1.184,0.138,-0.347,-0.211,-0.986,-0.098,1.761,0.786,0.114,-0.841,-1.016,1.719,-1.88,0.455,-0.281,0.517,-0.016,0.76,0.025,-1.659,1.415,-0.777,-0.452,-0.789,0.601,-0.673,0.931,1.299,1.479,1.401,0.019,0.12,0.044,0.971,0.01,3.1,0.617,0.013,0.708,1.033,2.955,3.534,0.207,0.079,0.267,0.0,0.577,0.001
-360000,-7.955,-1.431,-1.573,-1.021,-0.442,0.056,-0.161,-0.918,-0.11,1.988,0.786,-0.512,-0.841,-1.054,1.719,-1.88,0.441,0.089,0.707,-0.016,0.748,0.004,-1.273,0.506,-0.777,-0.615,-1.253,0.949,-1.145,0.615,2.047,2.474,1.043,0.195,0.003,0.026,0.843,0.012,3.95,0.617,0.262,0.708,1.111,2.955,3.534,0.194,0.008,0.5,0.0,0.559,0.0
-358000,-8.401,-1.289,-1.397,-0.859,-1.021,0.454,-0.048,-0.851,-0.122,2.04,0.772,-0.446,0.348,0.47,1.719,-1.88,0.435,0.211,0.707,-0.016,0.183,-0.037,-0.883,-1.687,-0.859,-0.696,-1.485,1.297,-1.374,0.274,1.662,1.952,0.737,1.043,0.206,0.002,0.724,0.015,4.16,0.596,0.199,0.121,0.221,2.955,3.534,0.19,0.044,0.5,0.0,0.033,0.001
-356000,-8.755,-0.918,-0.953,-0.777,-1.485,0.847,-0.019,-0.775,-0.134,1.921,0.738,-0.354,0.978,1.237,0.839,-1.504,0.429,0.049,0.802,-0.015,-0.37,-0.099,-0.491,-1.307,-0.859,-0.859,-1.717,1.413,-1.237,0.066,0.842,0.909,0.604,2.205,0.717,0.0,0.601,0.018,3.689,0.544,0.125,0.957,1.529,0.704,2.262,0.184,0.002,0.644,0.0,0.137,0.01
-354000,-8.767,-0.546,-0.529,-0.615,-1.949,1.237,-0.154,-0.691,-0.146,1.794,0.683,-0.012,0.978,1.18,1.719,-1.504,0.427,-0.263,0.897,-0.016,-0.394,-0.161,-0.096,-0.926,-0.94,-0.94,-1.717,1.529,-0.909,0.016,0.299,0.28,0.378,3.797,1.53,0.024,0.477,0.021,3.219,0.467,0.0,0.957,1.393,2.955,2.262,0.182,0.069,0.805,0.0,0.155,0.026
-352000,-7.81,-0.41,-0.379,-0.452,-2.065,1.627,-0.543,-0.598,-0.158,1.452,0.615,0.957,0.332,0.395,1.719,-0.377,0.427,-0.748,0.992,-0.016,-1.091,-0.203,0.3,-0.537,-0.94,-1.021,-1.717,1.297,-0.493,0.155,0.168,0.144,0.205,4.262,2.648,0.295,0.358,0.025,2.109,0.378,0.916,0.11,0.156,2.955,0.142,0.182,0.559,0.985,0.0,1.191,0.041
-350000,-7.471,-0.097,-0.042,-0.371,-1.949,-1.841,-1.031,-0.497,-0.171,1.058,0.594,0.339,0.82,0.931,0.839,0.375,-3.802,-0.937,1.087,-0.016,-1.26,-0.058,0.697,-0.139,-1.021,-1.184,-1.485,1.065,-0.146,0.347,0.009,0.002,0.138,3.797,3.389,1.063,0.247,0.029,1.12,0.353,0.115,0.672,0.867,0.704,0.14,14.459,0.877,1.183,0.0,1.587,0.003
-348000,-7.289,-0.127,-0.075,-0.209,-1.601,-1.458,-1.43,-0.404,-0.102,0.854,0.628,0.182,-0.125,-0.127,1.719,1.126,0.419,-0.767,0.992,0.108,-0.647,0.108,1.097,0.27,-1.102,-1.265,-1.021,0.601,0.001,0.455,0.016,0.006,0.044,2.563,2.126,2.044,0.163,0.01,0.729,0.395,0.033,0.016,0.016,2.955,1.268,0.175,0.588,0.985,0.012,0.418,0.012
-346000,-7.838,-0.444,-0.417,-0.128,-1.137,-1.079,-1.591,-0.312,-0.033,0.631,0.71,-0.549,-0.914,-1.012,0.839,1.502,0.415,-0.313,0.992,0.107,-0.707,0.252,1.498,0.694,-1.184,-1.346,-0.674,0.138,0.011,0.416,0.198,0.174,0.016,1.293,1.165,2.531,0.097,0.001,0.398,0.505,0.301,0.835,1.023,0.704,2.255,0.172,0.098,0.985,0.011,0.499,0.064
-344000,-8.478,-0.705,-0.708,0.035,-0.558,-0.706,-1.277,-0.211,0.036,0.278,0.751,-0.64,-0.758,-0.866,1.719,1.877,0.408,0.594,1.087,0.108,-1.127,0.128,0.622,1.138,-1.265,-1.427,-0.094,-0.442,-0.053,0.137,0.497,0.501,0.001,0.311,0.498,1.63,0.044,0.001,0.077,0.565,0.41,0.575,0.75,2.955,3.525,0.167,0.353,1.183,0.012,1.271,0.016
-342000,-8.755,-0.868,-0.894,0.116,0.022,-0.337,-0.615,-0.109,0.037,0.151,0.772,-0.277,-0.488,-0.565,0.839,1.877,0.403,1.258,1.087,0.004,-0.394,0.066,-1.532,1.601,-1.427,-1.508,0.37,-0.905,-0.067,-0.267,0.753,0.799,0.013,0.0,0.114,0.378,0.012,0.001,0.023,0.596,0.077,0.238,0.319,0.704,3.525,0.162,1.584,1.183,0.0,0.155,0.004
-340000,-7.497,0.999,1.041,0.197,0.717,0.026,0.36,-0.017,0.038,0.237,0.765,1.258,5.087,5.502,0.839,2.253,0.397,1.856,0.992,0.004,0.291,-0.017,-1.093,-0.487,-1.508,-1.508,0.833,-1.369,0.082,-0.694,0.998,1.084,0.039,0.515,0.001,0.129,0.0,0.001,0.056,0.585,1.583,25.878,30.277,0.704,5.077,0.158,3.444,0.985,0.0,0.085,0.0
-338000,-5.082,0.563,0.625,0.279,1.181,0.386,1.348,0.076,0.038,0.118,0.765,2.415,-1.239,-1.223,0.839,1.502,0.393,1.882,0.992,0.003,-0.37,0.004,-0.626,-1.285,-1.59,-1.508,1.297,-1.601,0.353,-1.015,0.317,0.391,0.078,1.395,0.149,1.818,0.006,0.001,0.014,0.585,5.832,1.535,1.496,0.704,2.255,0.154,3.541,0.985,0.0,0.137,0.0
-336000,-3.052,1.49,1.487,0.36,1.645,0.741,2.021,0.16,0.039,0.192,0.758,2.03,2.505,2.431,0.839,1.502,0.388,1.28,0.897,0.004,0.255,-0.017,-0.104,-0.79,-1.671,-1.508,1.645,-1.717,0.695,-1.075,2.221,2.211,0.129,2.705,0.549,4.085,0.026,0.002,0.037,0.575,4.121,6.276,5.911,0.704,2.255,0.151,1.637,0.805,0.0,0.065,0.0
-334000,0.468,2.328,2.199,0.441,1.877,1.093,2.275,0.244,0.04,0.136,0.758,3.52,2.26,2.003,0.839,0.75,0.385,0.478,0.897,0.004,-0.166,0.004,0.479,-0.309,-1.752,-1.508,1.877,-1.717,0.98,-0.923,5.421,4.835,0.195,3.521,1.194,5.173,0.06,0.002,0.019,0.575,12.39,5.11,4.013,0.704,0.563,0.148,0.229,0.805,0.0,0.028,0.0
-332000,-0.648,2.252,2.136,0.522,1.877,1.444,1.872,0.32,0.041,0.159,0.765,-1.116,-0.252,-0.212,0.839,-0.001,0.384,-0.773,0.802,0.004,0.087,0.025,1.098,0.155,-1.752,-1.427,1.992,-1.369,1.052,-0.555,5.07,4.564,0.273,3.521,2.084,3.506,0.103,0.002,0.025,0.585,1.245,0.064,0.045,0.704,0.0,0.147,0.598,0.644,0.0,0.007,0.001
-330000,-1.387,1.742,1.707,0.604,1.761,1.795,1.09,0.396,0.042,0.255,0.786,-0.739,-1.442,-1.261,0.839,-0.377,0.384,-1.499,0.802,0.004,0.327,0.066,1.683,0.605,-1.671,-1.346,1.877,-1.021,0.932,-0.139,3.036,2.915,0.364,3.1,3.22,1.188,0.157,0.002,0.065,0.617,0.546,2.078,1.59,0.704,0.142,0.147,2.248,0.644,0.0,0.107,0.004
-328000,-1.832,1.883,1.827,0.685,1.413,-1.709,0.081,0.463,0.043,0.445,0.786,-0.445,0.346,0.31,0.839,-1.128,-3.841,-1.931,0.707,0.004,0.627,0.004,-1.661,1.035,-1.59,-1.346,1.645,-0.442,0.6,0.185,3.547,3.339,0.469,1.996,2.921,0.007,0.215,0.002,0.198,0.617,0.198,0.12,0.096,0.704,1.273,14.757,3.73,0.5,0.0,0.394,0.0
-326000,-2.706,1.628,1.607,0.685,0.949,-1.358,-0.839,0.522,0.043,0.155,0.779,-0.874,-0.744,-0.664,-0.041,-1.504,0.384,-1.763,0.612,0.003,-0.923,-0.017,-1.19,1.454,-1.427,-1.265,1.297,0.138,0.222,0.369,2.649,2.582,0.469,0.901,1.845,0.703,0.273,0.002,0.024,0.607,0.764,0.554,0.44,0.002,2.262,0.147,3.107,0.375,0.0,0.852,0.0
-324000,-3.222,1.461,1.461,0.766,0.37,-1.004,-1.348,0.573,0.044,0.084,0.745,-0.516,-0.499,-0.452,0.839,-1.88,0.387,-0.978,0.517,0.004,-0.214,-0.099,-0.763,0.571,-1.346,-1.184,0.717,0.717,-0.066,0.354,2.136,2.134,0.587,0.137,1.009,1.817,0.328,0.002,0.007,0.554,0.266,0.249,0.204,0.704,3.534,0.15,0.956,0.267,0.0,0.046,0.01
-322000,-3.589,1.328,1.342,0.766,-0.21,-0.648,-1.451,0.624,0.045,-0.116,0.492,-0.367,-0.409,-0.372,-0.041,-1.88,0.39,-0.202,0.517,0.004,-0.635,-0.761,-0.347,-1.6,-1.184,-1.102,0.138,1.181,-0.211,0.257,1.763,1.802,0.587,0.044,0.42,2.105,0.389,0.002,0.014,0.242,0.135,0.167,0.138,0.002,3.534,0.152,0.041,0.267,0.0,0.403,0.579
-320000,-4.451,0.965,1.01,0.847,-0.674,-0.29,-1.021,0.666,-0.305,-0.031,0.198,-0.862,-1.038,-0.983,0.839,-1.504,0.391,0.815,0.422,-0.532,0.291,-0.885,0.056,-1.215,-1.021,-1.021,-0.442,1.645,-0.161,0.187,0.931,1.02,0.718,0.454,0.084,1.043,0.443,0.093,0.001,0.039,0.743,1.078,0.967,0.704,2.262,0.153,0.664,0.178,0.283,0.085,0.783
-318000,-5.247,0.791,0.846,0.847,-1.137,0.069,-0.345,0.699,-0.324,-0.272,-0.11,-0.796,-0.519,-0.504,-0.041,-1.504,0.393,1.286,0.327,-0.026,-0.767,-0.926,0.454,-0.833,-0.859,-1.021,-1.021,1.877,-0.048,0.218,0.626,0.715,0.718,1.293,0.005,0.119,0.489,0.105,0.074,0.012,0.634,0.27,0.254,0.002,2.262,0.154,1.655,0.107,0.001,0.588,0.858
-316000,-4.393,1.24,1.262,0.847,-1.369,0.431,0.362,0.725,-0.343,-0.343,-0.226,0.854,1.19,1.157,-0.041,-0.753,0.396,1.343,0.232,-0.026,-0.214,-0.347,0.847,-0.453,-0.777,-0.94,-1.485,1.877,-0.019,0.43,1.537,1.592,0.718,1.874,0.186,0.131,0.525,0.117,0.118,0.051,0.729,1.417,1.338,0.002,0.566,0.157,1.804,0.054,0.001,0.046,0.121
-314000,-3.206,1.069,1.105,0.847,-1.485,0.793,0.85,0.742,-0.361,-0.655,-0.308,1.187,-0.511,-0.48,-0.041,-0.377,0.396,0.927,0.136,-0.026,-0.995,-0.244,1.237,-0.076,-0.615,-0.859,-1.949,1.877,-0.154,0.736,1.143,1.222,0.718,2.205,0.629,0.723,0.55,0.131,0.429,0.095,1.409,0.261,0.23,0.002,0.142,0.157,0.86,0.019,0.001,0.99,0.06
-312000,-4.065,0.998,1.04,0.847,-1.485,1.154,0.832,0.75,-0.381,-0.495,-0.349,-0.859,-0.237,-0.221,-0.041,-0.001,0.394,-0.041,0.041,-0.027,0.531,-0.12,1.627,0.299,-0.452,-0.859,-2.065,1.645,-0.543,1.028,0.996,1.081,0.718,2.205,1.331,0.692,0.562,0.145,0.245,0.122,0.738,0.056,0.049,0.002,0.0,0.156,0.002,0.002,0.001,0.282,0.014
-310000,-4.573,0.557,0.62,0.847,-1.253,1.514,0.439,0.75,-0.399,-0.168,-0.363,-0.508,-1.253,-1.233,-0.041,0.75,0.394,-0.755,-0.054,-0.026,1.072,-0.037,-1.841,0.673,-0.371,-0.859,-1.949,1.181,-1.031,1.186,0.31,0.385,0.718,1.57,2.291,0.193,0.562,0.159,0.028,0.132,0.258,1.57,1.519,0.002,0.563,0.155,0.57,0.003,0.001,1.15,0.001
